Sample	Genome	Mean	Trimmed Mean	Covered Bases	Variance	Length	Count	Reads_per_base	RPKM	TPM	Total_RNA_Reads
378-01_6	Consensus_10	0	0	0	0	796	0	0	0	0	19648960
382-01_3	Consensus_1	0	0	0	0	691	0	0	0	0	2006610
382-01_3	Consensus_2	0	0	0	0	710	0	0	0	0	2006610
382-01_3	Consensus_3	0	0	0	0	744	0	0	0	0	2006610
382-01_3	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	2006610
382-01_3	Consensus_4	0	0	0	0	764	0	0	0	0	2006610
382-01_3	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	2006610
382-01_3	Consensus_5	0	0	0	0	728	0	0	0	0	2006610
382-01_3	Consensus_6	0	0	0	0	745	0	0	0	0	2006610
382-01_3	Consensus_7	0	0	0	0	716	0	0	0	0	2006610
382-01_3	Consensus_8	0	0	0	0	700	0	0	0	0	2006610
382-01_3	Consensus_9	0	0	0	0	825	0	0	0	0	2006610
382-01_3	Consensus_10	0	0	0	0	796	0	0	0	0	2006610
382-01_4	Consensus_1	0	0	0	0	691	0	0	0	0	2412010
382-01_4	Consensus_2	0	0	0	0	710	0	0	0	0	2412010
382-01_4	Consensus_3	0	0	0	0	744	0	0	0	0	2412010
382-01_4	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	2412010
382-01_4	Consensus_4	0	0	0	0	764	0	0	0	0	2412010
382-01_4	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	2412010
382-01_4	Consensus_5	0	0	0	0	728	0	0	0	0	2412010
382-01_4	Consensus_6	0	0	0	0	745	0	0	0	0	2412010
382-01_4	Consensus_7	0	0	0	0	716	0	0	0	0	2412010
382-01_4	Consensus_8	0	0	0	0	700	0	0	0	0	2412010
382-01_4	Consensus_9	0	0	0	0	825	0	0	0	0	2412010
382-01_4	Consensus_10	0	0	0	0	796	0	0	0	0	2412010
382-01_5	Consensus_1	0	0	0	0	691	0	0	0	0	1346756
382-01_5	Consensus_2	0	0	0	0	710	0	0	0	0	1346756
382-01_5	Consensus_3	0	0	0	0	744	0	0	0	0	1346756
382-01_5	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	1346756
382-01_5	Consensus_4	0	0	0	0	764	0	0	0	0	1346756
382-01_5	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	1346756
382-01_5	Consensus_5	0	0	0	0	728	0	0	0	0	1346756
382-01_5	Consensus_6	0	0	0	0	745	0	0	0	0	1346756
382-01_5	Consensus_7	0	0	0	0	716	0	0	0	0	1346756
382-01_5	Consensus_8	0	0	0	0	700	0	0	0	0	1346756
382-01_5	Consensus_9	0	0	0	0	825	0	0	0	0	1346756
382-01_5	Consensus_10	0	0	0	0	796	0	0	0	0	1346756
383-01_1	Consensus_1	0	0	0	0	691	0	0	0	0	17640328
383-01_1	Consensus_2	0	0	0	0	710	0	0	0	0	17640328
383-01_1	Consensus_3	0	0	0	0	744	0	0	0	0	17640328
383-01_1	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	17640328
383-01_1	Consensus_4	0	0	0	0	764	0	0	0	0	17640328
383-01_1	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	17640328
383-01_1	Consensus_5	3.3875432	3.0938697	282	18.366014	728	13	0.017857144	1373626.3	1000000	17640328
383-01_1	Consensus_6	0	0	0	0	745	0	0	0	0	17640328
383-01_1	Consensus_7	0	0	0	0	716	0	0	0	0	17640328
383-01_1	Consensus_8	0	0	0	0	700	0	0	0	0	17640328
383-01_1	Consensus_9	0	0	0	0	825	0	0	0	0	17640328
383-01_1	Consensus_10	0	0	0	0	796	0	0	0	0	17640328
383-01_10	Consensus_1	0	0	0	0	691	0	0	0	0	14736750
383-01_10	Consensus_2	0	0	0	0	710	0	0	0	0	14736750
383-01_10	Consensus_3	0	0	0	0	744	0	0	0	0	14736750
383-01_10	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	14736750
383-01_10	Consensus_4	0	0	0	0	764	0	0	0	0	14736750
383-01_10	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	14736750
383-01_10	Consensus_5	1.3044983	1.2375479	371	1.9799105	728	5	0.006868132	1373626.4	1000000	14736750
383-01_10	Consensus_6	0	0	0	0	745	0	0	0	0	14736750
383-01_10	Consensus_7	0	0	0	0	716	0	0	0	0	14736750
383-01_10	Consensus_8	0	0	0	0	700	0	0	0	0	14736750
383-01_10	Consensus_9	0	0	0	0	825	0	0	0	0	14736750
383-01_10	Consensus_10	0	0	0	0	796	0	0	0	0	14736750
383-01_11	Consensus_1	0	0	0	0	691	0	0	0	0	11201386
383-01_11	Consensus_2	0	0	0	0	710	0	0	0	0	11201386
383-01_11	Consensus_3	0	0	0	0	744	0	0	0	0	11201386
383-01_11	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	11201386
383-01_11	Consensus_4	0	0	0	0	764	0	0	0	0	11201386
383-01_11	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	11201386
383-01_11	Consensus_5	1.2093426	1.1839081	365	1.2056664	728	5	0.006868132	1373626.4	1000000	11201386
383-01_11	Consensus_6	0	0	0	0	745	0	0	0	0	11201386
383-01_11	Consensus_7	0	0	0	0	716	0	0	0	0	11201386
383-01_11	Consensus_8	0	0	0	0	700	0	0	0	0	11201386
383-01_11	Consensus_9	0	0	0	0	825	0	0	0	0	11201386
383-01_11	Consensus_10	0	0	0	0	796	0	0	0	0	11201386
383-01_12	Consensus_1	0	0	0	0	691	0	0	0	0	13932334
383-01_12	Consensus_2	0	0	0	0	710	0	0	0	0	13932334
383-01_12	Consensus_3	0	0	0	0	744	0	0	0	0	13932334
383-01_12	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	13932334
383-01_12	Consensus_4	0	0	0	0	764	0	0	0	0	13932334
383-01_12	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	13932334
383-01_12	Consensus_5	0	0	0	0	728	0	0	0	0	13932334
383-01_12	Consensus_6	0	0	0	0	745	0	0	0	0	13932334
383-01_12	Consensus_7	0	0	0	0	716	0	0	0	0	13932334
383-01_12	Consensus_8	0	0	0	0	700	0	0	0	0	13932334
383-01_12	Consensus_9	0	0	0	0	825	0	0	0	0	13932334
383-01_12	Consensus_10	0	0	0	0	796	0	0	0	0	13932334
383-01_13	Consensus_1	0	0	0	0	691	0	0	0	0	18806088
383-01_13	Consensus_2	0	0	0	0	710	0	0	0	0	18806088
383-01_13	Consensus_3	0	0	0	0	744	0	0	0	0	18806088
383-01_13	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	18806088
383-01_13	Consensus_4	0	0	0	0	764	0	0	0	0	18806088
383-01_13	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	18806088
383-01_13	Consensus_5	0	0	0	0	728	0	0	0	0	18806088
383-01_13	Consensus_6	0	0	0	0	745	0	0	0	0	18806088
383-01_13	Consensus_7	0	0	0	0	716	0	0	0	0	18806088
383-01_13	Consensus_8	0	0	0	0	700	0	0	0	0	18806088
383-01_13	Consensus_9	0	0	0	0	825	0	0	0	0	18806088
383-01_13	Consensus_10	0	0	0	0	796	0	0	0	0	18806088
383-01_14	Consensus_1	0	0	0	0	691	0	0	0	0	12652188
383-01_14	Consensus_2	0	0	0	0	710	0	0	0	0	12652188
383-01_14	Consensus_3	0	0	0	0	744	0	0	0	0	12652188
383-01_14	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	12652188
383-01_14	Consensus_4	0	0	0	0	764	0	0	0	0	12652188
383-01_14	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	12652188
383-01_14	Consensus_5	0	0	0	0	728	0	0	0	0	12652188
383-01_14	Consensus_6	0	0	0	0	745	0	0	0	0	12652188
383-01_14	Consensus_7	0	0	0	0	716	0	0	0	0	12652188
383-01_14	Consensus_8	0	0	0	0	700	0	0	0	0	12652188
383-01_14	Consensus_9	0	0	0	0	825	0	0	0	0	12652188
383-01_14	Consensus_10	0	0	0	0	796	0	0	0	0	12652188
383-01_15	Consensus_1	0	0	0	0	691	0	0	0	0	10735342
383-01_15	Consensus_2	0	0	0	0	710	0	0	0	0	10735342
383-01_15	Consensus_3	0	0	0	0	744	0	0	0	0	10735342
383-01_15	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	10735342
383-01_15	Consensus_4	0	0	0	0	764	0	0	0	0	10735342
383-01_15	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	10735342
383-01_15	Consensus_5	0	0	0	0	728	0	0	0	0	10735342
383-01_15	Consensus_6	0.25378153	0.22905028	151	0.18969527	745	1	0.001342282	1342281.9	1000000	10735342
383-01_15	Consensus_7	0	0	0	0	716	0	0	0	0	10735342
383-01_15	Consensus_8	0	0	0	0	700	0	0	0	0	10735342
383-01_15	Consensus_9	0	0	0	0	825	0	0	0	0	10735342
383-01_15	Consensus_10	0	0	0	0	796	0	0	0	0	10735342
383-01_16	Consensus_1	0	0	0	0	691	0	0	0	0	17239298
383-01_16	Consensus_2	0	0	0	0	710	0	0	0	0	17239298
383-01_16	Consensus_3	0	0	0	0	744	0	0	0	0	17239298
383-01_16	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	17239298
383-01_16	Consensus_4	0	0	0	0	764	0	0	0	0	17239298
383-01_16	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	17239298
383-01_16	Consensus_5	0	0	0	0	728	0	0	0	0	17239298
383-01_16	Consensus_6	0	0	0	0	745	0	0	0	0	17239298
383-01_16	Consensus_7	0	0	0	0	716	0	0	0	0	17239298
383-01_16	Consensus_8	0	0	0	0	700	0	0	0	0	17239298
383-01_16	Consensus_9	0	0	0	0	825	0	0	0	0	17239298
383-01_16	Consensus_10	0	0	0	0	796	0	0	0	0	17239298
383-01_17	Consensus_1	0	0	0	0	691	0	0	0	0	15623380
383-01_17	Consensus_2	0	0	0	0	710	0	0	0	0	15623380
383-01_17	Consensus_3	0	0	0	0	744	0	0	0	0	15623380
383-01_17	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	15623380
383-01_17	Consensus_4	0	0	0	0	764	0	0	0	0	15623380
383-01_17	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	15623380
383-01_17	Consensus_5	0	0	0	0	728	0	0	0	0	15623380
383-01_17	Consensus_6	0	0	0	0	745	0	0	0	0	15623380
383-01_17	Consensus_7	0	0	0	0	716	0	0	0	0	15623380
383-01_17	Consensus_8	0	0	0	0	700	0	0	0	0	15623380
383-01_17	Consensus_9	0	0	0	0	825	0	0	0	0	15623380
383-01_17	Consensus_10	0	0	0	0	796	0	0	0	0	15623380
383-01_18	Consensus_1	0	0	0	0	691	0	0	0	0	13874644
383-01_18	Consensus_2	0	0	0	0	710	0	0	0	0	13874644
383-01_18	Consensus_3	0	0	0	0	744	0	0	0	0	13874644
383-01_18	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	13874644
383-01_18	Consensus_4	0	0	0	0	764	0	0	0	0	13874644
383-01_18	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	13874644
383-01_18	Consensus_5	0	0	0	0	728	0	0	0	0	13874644
383-01_18	Consensus_6	0	0	0	0	745	0	0	0	0	13874644
383-01_18	Consensus_7	0	0	0	0	716	0	0	0	0	13874644
383-01_18	Consensus_8	0	0	0	0	700	0	0	0	0	13874644
383-01_18	Consensus_9	0	0	0	0	825	0	0	0	0	13874644
383-01_18	Consensus_10	0	0	0	0	796	0	0	0	0	13874644
383-01_2	Consensus_1	0	0	0	0	691	0	0	0	0	23316682
383-01_2	Consensus_2	0	0	0	0	710	0	0	0	0	23316682
383-01_2	Consensus_3	0	0	0	0	744	0	0	0	0	23316682
383-01_2	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	23316682
383-01_2	Consensus_4	0	0	0	0	764	0	0	0	0	23316682
383-01_2	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	23316682
383-01_2	Consensus_5	1.0449827	0.95019156	189	2.5664306	728	4	0.005494506	1373626.4	1000000	23316682
383-01_2	Consensus_6	0	0	0	0	745	0	0	0	0	23316682
383-01_2	Consensus_7	0	0	0	0	716	0	0	0	0	23316682
383-01_2	Consensus_8	0	0	0	0	700	0	0	0	0	23316682
383-01_2	Consensus_9	0	0	0	0	825	0	0	0	0	23316682
383-01_2	Consensus_10	0	0	0	0	796	0	0	0	0	23316682
383-01_3	Consensus_1	0	0	0	0	691	0	0	0	0	19385464
383-01_3	Consensus_2	0	0	0	0	710	0	0	0	0	19385464
383-01_3	Consensus_3	0	0	0	0	744	0	0	0	0	19385464
383-01_3	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	19385464
383-01_3	Consensus_4	0	0	0	0	764	0	0	0	0	19385464
383-01_3	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	19385464
383-01_3	Consensus_5	6.2249136	5.664751	276	59.207558	728	24	0.032967035	1373626.4	1000000	19385464
383-01_3	Consensus_6	0	0	0	0	745	0	0	0	0	19385464
383-01_3	Consensus_7	0	0	0	0	716	0	0	0	0	19385464
383-01_3	Consensus_8	0	0	0	0	700	0	0	0	0	19385464
383-01_3	Consensus_9	0	0	0	0	825	0	0	0	0	19385464
383-01_3	Consensus_10	0	0	0	0	796	0	0	0	0	19385464
383-01_4	Consensus_1	0	0	0	0	691	0	0	0	0	26177790
383-01_4	Consensus_2	0	0	0	0	710	0	0	0	0	26177790
383-01_4	Consensus_3	0	0	0	0	744	0	0	0	0	26177790
383-01_4	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	26177790
383-01_4	Consensus_4	0	0	0	0	764	0	0	0	0	26177790
383-01_4	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	26177790
383-01_4	Consensus_5	9.908304	9.042146	286	172.8564	728	38	0.052197803	1373626.4	1000000	26177790
383-01_4	Consensus_6	0	0	0	0	745	0	0	0	0	26177790
383-01_4	Consensus_7	0	0	0	0	716	0	0	0	0	26177790
383-01_4	Consensus_8	0	0	0	0	700	0	0	0	0	26177790
383-01_4	Consensus_9	0	0	0	0	825	0	0	0	0	26177790
383-01_4	Consensus_10	0	0	0	0	796	0	0	0	0	26177790
383-01_5	Consensus_1	0	0	0	0	691	0	0	0	0	22491154
383-01_5	Consensus_2	0	0	0	0	710	0	0	0	0	22491154
383-01_5	Consensus_3	0	0	0	0	744	0	0	0	0	22491154
383-01_5	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	22491154
383-01_5	Consensus_4	0	0	0	0	764	0	0	0	0	22491154
383-01_5	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	22491154
383-01_5	Consensus_5	1.0432526	0.94827586	221	2.3499458	728	4	0.005494506	1373626.4	1000000	22491154
383-01_5	Consensus_6	0	0	0	0	745	0	0	0	0	22491154
383-01_5	Consensus_7	0	0	0	0	716	0	0	0	0	22491154
383-01_5	Consensus_8	0	0	0	0	700	0	0	0	0	22491154
383-01_5	Consensus_9	0	0	0	0	825	0	0	0	0	22491154
383-01_5	Consensus_10	0	0	0	0	796	0	0	0	0	22491154
383-01_6	Consensus_1	0	0	0	0	691	0	0	0	0	16221512
383-01_6	Consensus_2	0	0	0	0	710	0	0	0	0	16221512
383-01_6	Consensus_3	0	0	0	0	744	0	0	0	0	16221512
383-01_6	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	16221512
383-01_6	Consensus_4	0	0	0	0	764	0	0	0	0	16221512
383-01_6	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	16221512
383-01_6	Consensus_5	0	0	0	0	728	0	0	0	0	16221512
383-01_6	Consensus_6	0	0	0	0	745	0	0	0	0	16221512
383-01_6	Consensus_7	0	0	0	0	716	0	0	0	0	16221512
383-01_6	Consensus_8	0	0	0	0	700	0	0	0	0	16221512
383-01_6	Consensus_9	0	0	0	0	825	0	0	0	0	16221512
383-01_6	Consensus_10	0	0	0	0	796	0	0	0	0	16221512
383-01_7	Consensus_1	0	0	0	0	691	0	0	0	0	10245060
383-01_7	Consensus_2	0	0	0	0	710	0	0	0	0	10245060
383-01_7	Consensus_3	0	0	0	0	744	0	0	0	0	10245060
383-01_7	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	10245060
383-01_7	Consensus_4	0	0	0	0	764	0	0	0	0	10245060
383-01_7	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	10245060
383-01_7	Consensus_5	0	0	0	0	728	0	0	0	0	10245060
383-01_7	Consensus_6	0	0	0	0	745	0	0	0	0	10245060
383-01_7	Consensus_7	0	0	0	0	716	0	0	0	0	10245060
383-01_7	Consensus_8	0	0	0	0	700	0	0	0	0	10245060
383-01_7	Consensus_9	0	0	0	0	825	0	0	0	0	10245060
383-01_7	Consensus_10	0	0	0	0	796	0	0	0	0	10245060
383-01_8	Consensus_1	0	0	0	0	691	0	0	0	0	25632068
383-01_8	Consensus_2	0	0	0	0	710	0	0	0	0	25632068
383-01_8	Consensus_3	0	0	0	0	744	0	0	0	0	25632068
383-01_8	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	25632068
383-01_8	Consensus_4	0	0	0	0	764	0	0	0	0	25632068
383-01_8	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	25632068
383-01_8	Consensus_5	0.52249134	0.47509578	151	0.7733234	728	2	0.002747253	1373626.4	1000000	25632068
383-01_8	Consensus_6	0	0	0	0	745	0	0	0	0	25632068
383-01_8	Consensus_7	0	0	0	0	716	0	0	0	0	25632068
383-01_8	Consensus_8	0	0	0	0	700	0	0	0	0	25632068
383-01_8	Consensus_9	0	0	0	0	825	0	0	0	0	25632068
383-01_8	Consensus_10	0	0	0	0	796	0	0	0	0	25632068
383-01_9	Consensus_1	0	0	0	0	691	0	0	0	0	11698828
383-01_9	Consensus_2	0	0	0	0	710	0	0	0	0	11698828
383-01_9	Consensus_3	0	0	0	0	744	0	0	0	0	11698828
383-01_9	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	11698828
383-01_9	Consensus_4	0	0	0	0	764	0	0	0	0	11698828
383-01_9	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	11698828
383-01_9	Consensus_5	0	0	0	0	728	0	0	0	0	11698828
383-01_9	Consensus_6	0	0	0	0	745	0	0	0	0	11698828
383-01_9	Consensus_7	0	0	0	0	716	0	0	0	0	11698828
383-01_9	Consensus_8	0	0	0	0	700	0	0	0	0	11698828
383-01_9	Consensus_9	0	0	0	0	825	0	0	0	0	11698828
383-01_9	Consensus_10	0	0	0	0	796	0	0	0	0	11698828
389-01_1	Consensus_1	0	0	0	0	691	0	0	0	0	2870216
389-01_1	Consensus_2	0	0	0	0	710	0	0	0	0	2870216
389-01_1	Consensus_3	0	0	0	0	744	0	0	0	0	2870216
389-01_1	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	2870216
389-01_1	Consensus_4	0	0	0	0	764	0	0	0	0	2870216
389-01_1	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	2870216
389-01_1	Consensus_5	0	0	0	0	728	0	0	0	0	2870216
389-01_1	Consensus_6	0	0	0	0	745	0	0	0	0	2870216
389-01_1	Consensus_7	0	0	0	0	716	0	0	0	0	2870216
389-01_1	Consensus_8	0	0	0	0	700	0	0	0	0	2870216
389-01_1	Consensus_9	0	0	0	0	825	0	0	0	0	2870216
389-01_1	Consensus_10	0	0	0	0	796	0	0	0	0	2870216
389-01_10	Consensus_1	0	0	0	0	691	0	0	0	0	21948778
389-01_10	Consensus_2	0	0	0	0	710	0	0	0	0	21948778
389-01_10	Consensus_3	0	0	0	0	744	0	0	0	0	21948778
389-01_10	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	21948778
389-01_10	Consensus_4	0	0	0	0	764	0	0	0	0	21948778
389-01_10	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	21948778
389-01_10	Consensus_5	0	0	0	0	728	0	0	0	0	21948778
389-01_10	Consensus_6	0	0	0	0	745	0	0	0	0	21948778
389-01_10	Consensus_7	0	0	0	0	716	0	0	0	0	21948778
389-01_10	Consensus_8	0	0	0	0	700	0	0	0	0	21948778
389-01_10	Consensus_9	0	0	0	0	825	0	0	0	0	21948778
389-01_10	Consensus_10	0	0	0	0	796	0	0	0	0	21948778
389-01_11	Consensus_1	0	0	0	0	691	0	0	0	0	20980854
389-01_11	Consensus_2	0	0	0	0	710	0	0	0	0	20980854
389-01_11	Consensus_3	0	0	0	0	744	0	0	0	0	20980854
389-01_11	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	20980854
389-01_11	Consensus_4	0	0	0	0	764	0	0	0	0	20980854
389-01_11	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	20980854
389-01_11	Consensus_5	0	0	0	0	728	0	0	0	0	20980854
389-01_11	Consensus_6	0	0	0	0	745	0	0	0	0	20980854
389-01_11	Consensus_7	0	0	0	0	716	0	0	0	0	20980854
389-01_11	Consensus_8	0	0	0	0	700	0	0	0	0	20980854
389-01_11	Consensus_9	0	0	0	0	825	0	0	0	0	20980854
389-01_11	Consensus_10	0	0	0	0	796	0	0	0	0	20980854
389-01_12	Consensus_1	0	0	0	0	691	0	0	0	0	23889116
389-01_12	Consensus_2	0	0	0	0	710	0	0	0	0	23889116
389-01_12	Consensus_3	0	0	0	0	744	0	0	0	0	23889116
389-01_12	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	23889116
389-01_12	Consensus_4	0	0	0	0	764	0	0	0	0	23889116
389-01_12	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	23889116
389-01_12	Consensus_5	0	0	0	0	728	0	0	0	0	23889116
389-01_12	Consensus_6	0	0	0	0	745	0	0	0	0	23889116
389-01_12	Consensus_7	0	0	0	0	716	0	0	0	0	23889116
389-01_12	Consensus_8	0	0	0	0	700	0	0	0	0	23889116
389-01_12	Consensus_9	0	0	0	0	825	0	0	0	0	23889116
389-01_12	Consensus_10	0	0	0	0	796	0	0	0	0	23889116
389-01_13	Consensus_1	0	0	0	0	691	0	0	0	0	31716640
389-01_13	Consensus_2	0	0	0	0	710	0	0	0	0	31716640
389-01_13	Consensus_3	0	0	0	0	744	0	0	0	0	31716640
389-01_13	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	31716640
389-01_13	Consensus_4	0	0	0	0	764	0	0	0	0	31716640
389-01_13	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	31716640
389-01_13	Consensus_5	0	0	0	0	728	0	0	0	0	31716640
389-01_13	Consensus_6	0	0	0	0	745	0	0	0	0	31716640
389-01_13	Consensus_7	0	0	0	0	716	0	0	0	0	31716640
389-01_13	Consensus_8	0	0	0	0	700	0	0	0	0	31716640
389-01_13	Consensus_9	0	0	0	0	825	0	0	0	0	31716640
389-01_13	Consensus_10	0	0	0	0	796	0	0	0	0	31716640
389-01_14	Consensus_1	0	0	0	0	691	0	0	0	0	24093848
389-01_14	Consensus_2	0	0	0	0	710	0	0	0	0	24093848
389-01_14	Consensus_3	0	0	0	0	744	0	0	0	0	24093848
389-01_14	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	24093848
389-01_14	Consensus_4	0	0	0	0	764	0	0	0	0	24093848
389-01_14	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	24093848
389-01_14	Consensus_5	0	0	0	0	728	0	0	0	0	24093848
389-01_14	Consensus_6	0	0	0	0	745	0	0	0	0	24093848
389-01_14	Consensus_7	0	0	0	0	716	0	0	0	0	24093848
389-01_14	Consensus_8	0	0	0	0	700	0	0	0	0	24093848
389-01_14	Consensus_9	0	0	0	0	825	0	0	0	0	24093848
389-01_14	Consensus_10	0	0	0	0	796	0	0	0	0	24093848
389-01_15	Consensus_1	0	0	0	0	691	0	0	0	0	14750944
389-01_15	Consensus_2	0	0	0	0	710	0	0	0	0	14750944
389-01_15	Consensus_3	0	0	0	0	744	0	0	0	0	14750944
389-01_15	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	14750944
389-01_15	Consensus_4	0	0	0	0	764	0	0	0	0	14750944
389-01_15	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	14750944
389-01_15	Consensus_5	0	0	0	0	728	0	0	0	0	14750944
389-01_15	Consensus_6	0	0	0	0	745	0	0	0	0	14750944
389-01_15	Consensus_7	0	0	0	0	716	0	0	0	0	14750944
389-01_15	Consensus_8	0	0	0	0	700	0	0	0	0	14750944
389-01_15	Consensus_9	0	0	0	0	825	0	0	0	0	14750944
389-01_15	Consensus_10	0	0	0	0	796	0	0	0	0	14750944
389-01_16	Consensus_1	0	0	0	0	691	0	0	0	0	18434612
389-01_16	Consensus_2	0	0	0	0	710	0	0	0	0	18434612
389-01_16	Consensus_3	0	0	0	0	744	0	0	0	0	18434612
389-01_16	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	18434612
389-01_16	Consensus_4	0	0	0	0	764	0	0	0	0	18434612
389-01_16	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	18434612
389-01_16	Consensus_5	0	0	0	0	728	0	0	0	0	18434612
389-01_16	Consensus_6	0	0	0	0	745	0	0	0	0	18434612
389-01_16	Consensus_7	0	0	0	0	716	0	0	0	0	18434612
389-01_16	Consensus_8	0	0	0	0	700	0	0	0	0	18434612
389-01_16	Consensus_9	0	0	0	0	825	0	0	0	0	18434612
389-01_16	Consensus_10	0	0	0	0	796	0	0	0	0	18434612
389-01_17	Consensus_1	0	0	0	0	691	0	0	0	0	20686872
389-01_17	Consensus_2	0	0	0	0	710	0	0	0	0	20686872
389-01_17	Consensus_3	0	0	0	0	744	0	0	0	0	20686872
389-01_17	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	20686872
389-01_17	Consensus_4	0	0	0	0	764	0	0	0	0	20686872
389-01_17	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	20686872
389-01_17	Consensus_5	0	0	0	0	728	0	0	0	0	20686872
389-01_17	Consensus_6	0	0	0	0	745	0	0	0	0	20686872
389-01_17	Consensus_7	0	0	0	0	716	0	0	0	0	20686872
389-01_17	Consensus_8	0	0	0	0	700	0	0	0	0	20686872
389-01_17	Consensus_9	0	0	0	0	825	0	0	0	0	20686872
389-01_17	Consensus_10	0	0	0	0	796	0	0	0	0	20686872
389-01_18	Consensus_1	0	0	0	0	691	0	0	0	0	16327558
389-01_18	Consensus_2	0	0	0	0	710	0	0	0	0	16327558
389-01_18	Consensus_3	0	0	0	0	744	0	0	0	0	16327558
389-01_18	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	16327558
389-01_18	Consensus_4	0	0	0	0	764	0	0	0	0	16327558
389-01_18	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0	16327558
389-01_18	Consensus_5	0	0	0	0	728	0	0	0	0	16327558
389-01_18	Consensus_6	0	0	0	0	745	0	0	0	0	16327558
389-01_18	Consensus_7	0	0	0	0	716	0	0	0	0	16327558
389-01_18	Consensus_8	0	0	0	0	700	0	0	0	0	16327558
389-01_18	Consensus_9	0	0	0	0	825	0	0	0	0	16327558
389-01_18	Consensus_10	0	0	0	0	796	0	0	0	0	16327558
389-01_19	Consensus_1	0	0	0	0	691	0	0	0	0	18914602
389-01_19	Consensus_2	0	0	0	0	710	0	0	0	0	18914602
389-01_19	Consensus_3	0	0	0	0	744	0	0	0	0	18914602
389-01_19	S129C40_011191_vs01_27	0	0	0	0	988	0	0	0	0	18914602
389-01_19	Consensus_4	0	0	0	0	764	0	0	0	0	18914602
