Sample	Genome	Mean	Trimmed Mean	Covered Bases	Variance	Length	Count	Reads_per_base	RPKM	TPM
S19C1156_01426_vs01_3_1156-01_22	S19C1156_01426_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01457_vs01_3_1156-01_2	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_2	S19C1156_01434_vs01_3	0	0	0	0	732	0	0	0	0
S19C1156_01442_vs01_38_1156-01_2	S19C1156_01442_vs01_38	0	0	0	0	711	0	0	0	0
S19C1156_01251_vs01_9_1156-01_2	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_2	S19C1156_0112_vs02_27	0	0	0	0	744	0	0	0	0
S19C1156_01426_vs01_3_1156-01_2	S19C1156_01426_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01457_vs01_3_1156-01_19	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_19	S19C1156_01434_vs01_3	0	0	0	0	732	0	0	0	0
S19C1156_01442_vs01_38_1156-01_19	S19C1156_01442_vs01_38	0	0	0	0	711	0	0	0	0
S19C1156_01251_vs01_9_1156-01_19	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_19	S19C1156_0112_vs02_27	10.53367	9.531716	289	184.00645	744	42	0.05645161	1344086	1000000
S19C1156_01426_vs01_3_1156-01_19	S19C1156_01426_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01457_vs01_3_1156-01_15	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_15	S19C1156_01434_vs01_3	0	0	0	0	732	0	0	0	0
S19C1156_01442_vs01_38_1156-01_15	S19C1156_01442_vs01_38	0	0	0	0	711	0	0	0	0
S19C1156_01251_vs01_9_1156-01_15	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_15	S19C1156_0112_vs02_27	29.868687	30.20709	708	217.36551	744	121	0.1626344	1344086.1	1000000
S19C1156_01426_vs01_3_1156-01_15	S19C1156_01426_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01457_vs01_3_1156-01_10	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_10	S19C1156_01434_vs01_3	0.51890033	0.46946564	171	0.7010191	732	2	0.0027322404	1366120.3	1000000
S19C1156_01442_vs01_38_1156-01_10	S19C1156_01442_vs01_38	10.190731	10.237624	569	18.161774	711	38	0.05344585	1406469.8	1000000
S19C1156_01251_vs01_9_1156-01_10	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_10	S19C1156_0112_vs02_27	0	0	0	0	744	0	0	0	0
S19C1156_01426_vs01_3_1156-01_10	S19C1156_01426_vs01_3	10.190731	10.237624	569	18.161774	711	38	0.05344585	1406469.8	1000000
S19C1156_01457_vs01_3_1156-01_20	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_20	S19C1156_01434_vs01_3	0	0	0	0	732	0	0	0	0
S19C1156_01442_vs01_38_1156-01_20	S19C1156_01442_vs01_38	0	0	0	0	711	0	0	0	0
S19C1156_01251_vs01_9_1156-01_20	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_20	S19C1156_0112_vs02_27	0	0	0	0	744	0	0	0	0
S19C1156_01426_vs01_3_1156-01_20	S19C1156_01426_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01457_vs01_3_1156-01_16	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_16	S19C1156_01434_vs01_3	0	0	0	0	732	0	0	0	0
S19C1156_01442_vs01_38_1156-01_16	S19C1156_01442_vs01_38	0	0	0	0	711	0	0	0	0
S19C1156_01251_vs01_9_1156-01_16	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_16	S19C1156_0112_vs02_27	0	0	0	0	744	0	0	0	0
S19C1156_01426_vs01_3_1156-01_16	S19C1156_01426_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01457_vs01_3_1156-01_14	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_14	S19C1156_01434_vs01_3	0	0	0	0	732	0	0	0	0
S19C1156_01442_vs01_38_1156-01_14	S19C1156_01442_vs01_38	3.7629232	3.6455445	360	12.138337	711	14	0.019690577	1406469.8	1000000
S19C1156_01251_vs01_9_1156-01_14	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_14	S19C1156_0112_vs02_27	25.589226	25.710821	724	191.40604	744	108	0.14516129	1344086.1	1000000
S19C1156_01426_vs01_3_1156-01_14	S19C1156_01426_vs01_3	3.7629232	3.6455445	360	12.138337	711	14	0.019690577	1406469.8	1000000
S19C1156_01457_vs01_3_1156-01_11	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_11	S19C1156_01434_vs01_3	0	0	0	0	732	0	0	0	0
S19C1156_01442_vs01_38_1156-01_11	S19C1156_01442_vs01_38	2.6595366	2.7069306	568	0.77137756	711	10	0.014064698	1406469.8	1000000
S19C1156_01251_vs01_9_1156-01_11	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_11	S19C1156_0112_vs02_27	0	0	0	0	744	0	0	0	0
S19C1156_01426_vs01_3_1156-01_11	S19C1156_01426_vs01_3	2.6595366	2.7069306	568	0.77137756	711	10	0.014064698	1406469.8	1000000
S19C1156_01457_vs01_3_1156-01_6	S19C1156_01457_vs01_3	1.5008912	1.449505	446	2.1147313	711	6	0.008438818	1406469.9	1000000
S19C1156_01434_vs01_3_1156-01_6	S19C1156_01434_vs01_3	1.5051546	1.4637405	485	0.9182177	732	6	0.008196721	1366120.3	1000000
S19C1156_01442_vs01_38_1156-01_6	S19C1156_01442_vs01_38	0	0	0	0	711	0	0	0	0
S19C1156_01251_vs01_9_1156-01_6	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_6	S19C1156_0112_vs02_27	0	0	0	0	744	0	0	0	0
S19C1156_01426_vs01_3_1156-01_6	S19C1156_01426_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01457_vs01_3_1156-01_23	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_23	S19C1156_01434_vs01_3	0	0	0	0	732	0	0	0	0
S19C1156_01442_vs01_38_1156-01_23	S19C1156_01442_vs01_38	0	0	0	0	711	0	0	0	0
S19C1156_01251_vs01_9_1156-01_23	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_23	S19C1156_0112_vs02_27	42.99663	43.203358	716	286.83978	744	179	0.24059139	1344086	1000000
S19C1156_01426_vs01_3_1156-01_23	S19C1156_01426_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01457_vs01_3_1156-01_12	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_12	S19C1156_01434_vs01_3	0	0	0	0	732	0	0	0	0
S19C1156_01442_vs01_38_1156-01_12	S19C1156_01442_vs01_38	0.80748665	0.73663366	200	1.4235867	711	3	0.004219409	1406469.9	1000000
S19C1156_01251_vs01_9_1156-01_12	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_12	S19C1156_0112_vs02_27	0	0	0	0	744	0	0	0	0
S19C1156_01426_vs01_3_1156-01_12	S19C1156_01426_vs01_3	0.80748665	0.73663366	200	1.4235867	711	3	0.004219409	1406469.9	1000000
S20C116_01377_vs01_25_116-01_13	S20C116_01377_vs01_25	10.94188	10.751423	547	76.23292	735	43	0.0585034	1360544.3	1000000
116_01267_53_116-01_13	116_01267_53	0	0	0	0	711	0	0	0	0
S20C116_01465_vs01_7_116-01_13	S20C116_01465_vs01_7	1.875	1.4965754	324	14.767967	798	12	0.015037594	1253132.9	1000000
S20C116_01269_vs01_fragment_1_12_116-01_13	S20C116_01269_vs01_fragment_1_12	0	0	0	0	735	0	0	0	0
S20C116_01377_vs01_25_116-01_10	S20C116_01377_vs01_25	0	0	0	0	735	0	0	0	0
116_01267_53_116-01_10	116_01267_53	2.342246	2.1742575	410	5.2826586	711	10	0.014064698	1406469.8	1000000
S20C116_01465_vs01_7_116-01_10	S20C116_01465_vs01_7	0.7376543	0.6061644	265	1.3901101	798	4	0.0050125313	1253132.9	1000000
S20C116_01269_vs01_fragment_1_12_116-01_10	S20C116_01269_vs01_fragment_1_12	0	0	0	0	735	0	0	0	0
S20C116_01377_vs01_25_116-01_11	S20C116_01377_vs01_25	0	0	0	0	735	0	0	0	0
116_01267_53_116-01_11	116_01267_53	11.900178	11.407921	622	109.807884	711	45	0.06329114	1406469.8	1000000
S20C116_01465_vs01_7_116-01_11	S20C116_01465_vs01_7	0.9861111	0.8818493	291	2.6103168	798	5	0.006265664	1253132.8	1000000
S20C116_01269_vs01_fragment_1_12_116-01_11	S20C116_01269_vs01_fragment_1_12	0	0	0	0	735	0	0	0	0
S20C116_01377_vs01_25_116-01_6	S20C116_01377_vs01_25	0	0	0	0	735	0	0	0	0
116_01267_53_116-01_6	116_01267_53	1.0766488	0.9821782	241	1.8673288	711	4	0.005625879	1406469.8	1000000
S20C116_01465_vs01_7_116-01_6	S20C116_01465_vs01_7	1.8132716	1.7465754	717	1.6204108	798	9	0.011278195	1253132.8	1000000
S20C116_01269_vs01_fragment_1_12_116-01_6	S20C116_01269_vs01_fragment_1_12	0	0	0	0	735	0	0	0	0
S20C116_01377_vs01_25_116-01_5	S20C116_01377_vs01_25	0	0	0	0	735	0	0	0	0
116_01267_53_116-01_5	116_01267_53	0	0	0	0	711	0	0	0	0
S20C116_01465_vs01_7_116-01_5	S20C116_01465_vs01_7	0	0	0	0	798	0	0	0	0
S20C116_01269_vs01_fragment_1_12_116-01_5	S20C116_01269_vs01_fragment_1_12	0	0	0	0	735	0	0	0	0
S20C116_01377_vs01_25_116-01_2	S20C116_01377_vs01_25	0	0	0	0	735	0	0	0	0
116_01267_53_116-01_2	116_01267_53	0	0	0	0	711	0	0	0	0
S20C116_01465_vs01_7_116-01_2	S20C116_01465_vs01_7	0	0	0	0	798	0	0	0	0
S20C116_01269_vs01_fragment_1_12_116-01_2	S20C116_01269_vs01_fragment_1_12	0	0	0	0	735	0	0	0	0
S20C116_01377_vs01_25_116-01_9	S20C116_01377_vs01_25	0	0	0	0	735	0	0	0	0
116_01267_53_116-01_9	116_01267_53	3.942959	3.9821782	631	4.557455	711	16	0.022503516	1406469.8	1000000
S20C116_01465_vs01_7_116-01_9	S20C116_01465_vs01_7	0.6157407	0.63013697	453	0.23696977	798	3	0.0037593986	1253132.9	1000000
S20C116_01269_vs01_fragment_1_12_116-01_9	S20C116_01269_vs01_fragment_1_12	0	0	0	0	735	0	0	0	0
S20C116_01377_vs01_25_116-01_7	S20C116_01377_vs01_25	0	0	0	0	735	0	0	0	0
116_01267_53_116-01_7	116_01267_53	3.2299466	2.9465346	204	22.655958	711	12	0.016877636	1406469.9	1000000
S20C116_01465_vs01_7_116-01_7	S20C116_01465_vs01_7	1.6774691	1.6489726	544	1.8788115	798	8	0.010025063	1253132.9	1000000
S20C116_01269_vs01_fragment_1_12_116-01_7	S20C116_01269_vs01_fragment_1_12	0.22222222	0.19354838	151	0.17313547	735	1	0.0013605442	1360544.3	1000000
S20C116_01377_vs01_25_116-01_4	S20C116_01377_vs01_25	0	0	0	0	735	0	0	0	0
116_01267_53_116-01_4	116_01267_53	0	0	0	0	711	0	0	0	0
S20C116_01465_vs01_7_116-01_4	S20C116_01465_vs01_7	0	0	0	0	798	0	0	0	0
S20C116_01269_vs01_fragment_1_12_116-01_4	S20C116_01269_vs01_fragment_1_12	0	0	0	0	735	0	0	0	0
S20C116_01377_vs01_25_116-01_1	S20C116_01377_vs01_25	0	0	0	0	735	0	0	0	0
116_01267_53_116-01_1	116_01267_53	0	0	0	0	711	0	0	0	0
S20C116_01465_vs01_7_116-01_1	S20C116_01465_vs01_7	0	0	0	0	798	0	0	0	0
S20C116_01269_vs01_fragment_1_12_116-01_1	S20C116_01269_vs01_fragment_1_12	0	0	0	0	735	0	0	0	0
S20C116_01377_vs01_25_116-01_8	S20C116_01377_vs01_25	0	0	0	0	735	0	0	0	0
116_01267_53_116-01_8	116_01267_53	14.144385	14.079208	680	70.595184	711	60	0.08438819	1406469.9	1000000
S20C116_01465_vs01_7_116-01_8	S20C116_01465_vs01_7	0	0	0	0	798	0	0	0	0
S20C116_01269_vs01_fragment_1_12_116-01_8	S20C116_01269_vs01_fragment_1_12	0	0	0	0	735	0	0	0	0
S21C120_016_vs01_fragment_1_60_120-01_4	S21C120_016_vs01_fragment_1_60	0	0	0	0	711	0	0	0	0
S21C120_016_vs01_fragment_2_236_120-01_4	S21C120_016_vs01_fragment_2_236	0	0	0	0	729	0	0	0	0
S21C120_01291_vs01_26_120-01_4	S21C120_01291_vs01_26	2.7664883	2.730693	536	4.190018	711	11	0.015471167	1406469.9	1000000
S21C120_01453_vs01_13_120-01_4	S21C120_01453_vs01_13	1.3068783	1.3444227	453	0.6653766	717	5	0.006973501	1394700.1	1000000
S21C120_016_vs01_fragment_1_60_120-01_5	S21C120_016_vs01_fragment_1_60	0	0	0	0	711	0	0	0	0
S21C120_016_vs01_fragment_2_236_120-01_5	S21C120_016_vs01_fragment_2_236	0	0	0	0	729	0	0	0	0
S21C120_01291_vs01_26_120-01_5	S21C120_01291_vs01_26	4.932264	4.730693	573	24.181118	711	19	0.026722925	1406469.8	1000000
S21C120_01453_vs01_13_120-01_5	S21C120_01453_vs01_13	0	0	0	0	717	0	0	0	0
S21C120_016_vs01_fragment_1_60_120-01_1	S21C120_016_vs01_fragment_1_60	0	0	0	0	711	0	0	0	0
S21C120_016_vs01_fragment_2_236_120-01_1	S21C120_016_vs01_fragment_2_236	0	0	0	0	729	0	0	0	0
S21C120_01291_vs01_26_120-01_1	S21C120_01291_vs01_26	0	0	0	0	711	0	0	0	0
S21C120_01453_vs01_13_120-01_1	S21C120_01453_vs01_13	0	0	0	0	717	0	0	0	0
S21C120_016_vs01_fragment_1_60_120-01_2	S21C120_016_vs01_fragment_1_60	0	0	0	0	711	0	0	0	0
S21C120_016_vs01_fragment_2_236_120-01_2	S21C120_016_vs01_fragment_2_236	0	0	0	0	729	0	0	0	0
S21C120_01291_vs01_26_120-01_2	S21C120_01291_vs01_26	5.251337	5.192079	467	17.95636	711	20	0.028129395	1406469.8	1000000
S21C120_01453_vs01_13_120-01_2	S21C120_01453_vs01_13	0	0	0	0	717	0	0	0	0
S21C120_016_vs01_fragment_1_60_120-01_3	S21C120_016_vs01_fragment_1_60	1.0766488	0.9821782	200	2.453043	711	4	0.005625879	1406469.8	1000000
S21C120_016_vs01_fragment_2_236_120-01_3	S21C120_016_vs01_fragment_2_236	1.984456	1.8814532	525	4.053391	729	9	0.012345679	1371742	1000000
S21C120_01291_vs01_26_120-01_3	S21C120_01291_vs01_26	3.1122994	3.019802	572	6.746295	711	13	0.018284107	1406469.8	1000000
S21C120_01453_vs01_13_120-01_3	S21C120_01453_vs01_13	2.1234567	2.039139	302	5.906993	717	8	0.011157601	1394700.1	1000000
S22C131_012200_vs01_20_131-01_4	S22C131_012200_vs01_20	0	0	0	0	711	0	0	0	0
S22C131_012200_vs01_20_131-01_3	S22C131_012200_vs01_20	0.16221035	0.12673268	151	0.13614082	711	1	0.0014064697	1406469.8	1000000
S22C131_012200_vs01_20_131-01_888	S22C131_012200_vs01_20	0	0	0	0	711	0	0	0	0
S22C131_012200_vs01_20_131-01_2	S22C131_012200_vs01_20	0	0	0	0	711	0	0	0	0
S24C136_017_vs01_6_136-01_12	S24C136_017_vs01_6	4.8431373	4.5247526	331	29.064636	711	18	0.025316456	1406469.6	1000000
S24C136_017_vs01_6_136-01_4	S24C136_017_vs01_6	0	0	0	0	711	0	0	0	0
S24C136_017_vs01_6_136-01_2	S24C136_017_vs01_6	0	0	0	0	711	0	0	0	0
S24C136_017_vs01_6_136-01_9	S24C136_017_vs01_6	14.139037	14.130693	631	65.78421	711	53	0.074542895	1406469.8	1000000
S24C136_017_vs01_6_136-01_11	S24C136_017_vs01_6	10.739751	10.863366	622	19.85715	711	41	0.05766526	1406469.9	1000000
S24C136_017_vs01_6_136-01_5	S24C136_017_vs01_6	4.6381464	4.637624	668	2.7384706	711	18	0.025316456	1406469.6	1000000
S24C136_017_vs01_6_136-01_8	S24C136_017_vs01_6	17.85918	17.566338	695	111.192635	711	73	0.102672294	1406469.8	1000000
S24C136_017_vs01_6_136-01_6	S24C136_017_vs01_6	7.5418897	7.4475245	691	10.884403	711	31	0.043600563	1406469.8	1000000
S24C136_017_vs01_6_136-01_10	S24C136_017_vs01_6	7.590018	7.59604	672	6.560186	711	32	0.04500703	1406469.8	1000000
S24C136_017_vs01_6_136-01_13	S24C136_017_vs01_6	5.7344027	5.6653466	661	8.156117	711	25	0.035161745	1406469.8	1000000
S24C136_017_vs01_6_136-01_7	S24C136_017_vs01_6	2.2388592	2.2118812	483	3.2535589	711	9	0.012658228	1406469.6	1000000
S26C144_02150_vs01_4_144-02_2	S26C144_02150_vs01_4	0	0	0	0	711	0	0	0	0
S26C144_02150_vs01_4_144-02_12	S26C144_02150_vs01_4	0	0	0	0	711	0	0	0	0
S26C144_02150_vs01_4_144-02_7	S26C144_02150_vs01_4	0	0	0	0	711	0	0	0	0
S26C144_02150_vs01_4_144-02_888	S26C144_02150_vs01_4	0	0	0	0	711	0	0	0	0
S26C144_02150_vs01_4_144-02_3	S26C144_02150_vs01_4	0	0	0	0	711	0	0	0	0
S26C144_02150_vs01_4_144-02_8	S26C144_02150_vs01_4	0	0	0	0	711	0	0	0	0
S26C144_02150_vs01_4_144-02_5	S26C144_02150_vs01_4	0	0	0	0	711	0	0	0	0
S26C144_02150_vs01_4_144-02_4	S26C144_02150_vs01_4	0	0	0	0	711	0	0	0	0
S26C144_02150_vs01_4_144-02_11	S26C144_02150_vs01_4	0	0	0	0	711	0	0	0	0
S26C144_02150_vs01_4_144-02_10	S26C144_02150_vs01_4	0.2691622	0.24554455	151	0.19706519	711	1	0.0014064697	1406469.8	1000000
S26C144_02150_vs01_4_144-02_6	S26C144_02150_vs01_4	0	0	0	0	711	0	0	0	0
S28C147_01194_vs01_3_147-01_2	S28C147_01194_vs01_3	0	0	0	0	744	0	0	0	0
S28C147_01197_vs01_24_147-01_2	S28C147_01197_vs01_24	0	0	0	0	744	0	0	0	0
S28C147_01194_vs01_3_147-01_1	S28C147_01194_vs01_3	0	0	0	0	744	0	0	0	0
S28C147_01197_vs01_24_147-01_1	S28C147_01197_vs01_24	0	0	0	0	744	0	0	0	0
S28C147_01194_vs01_3_147-01_8	S28C147_01194_vs01_3	0	0	0	0	744	0	0	0	0
S28C147_01197_vs01_24_147-01_8	S28C147_01197_vs01_24	0	0	0	0	744	0	0	0	0
S28C147_01194_vs01_3_147-01_3	S28C147_01194_vs01_3	0	0	0	0	744	0	0	0	0
S28C147_01197_vs01_24_147-01_3	S28C147_01197_vs01_24	0	0	0	0	744	0	0	0	0
S28C147_01194_vs01_3_147-01_5	S28C147_01194_vs01_3	0	0	0	0	744	0	0	0	0
S28C147_01197_vs01_24_147-01_5	S28C147_01197_vs01_24	0	0	0	0	744	0	0	0	0
S28C147_01194_vs01_3_147-01_888	S28C147_01194_vs01_3	0	0	0	0	744	0	0	0	0
S28C147_01197_vs01_24_147-01_888	S28C147_01197_vs01_24	0	0	0	0	744	0	0	0	0
S28C147_01194_vs01_3_147-01_7	S28C147_01194_vs01_3	0	0	0	0	744	0	0	0	0
S28C147_01197_vs01_24_147-01_7	S28C147_01197_vs01_24	0	0	0	0	744	0	0	0	0
S28C147_01194_vs01_3_147-01_10	S28C147_01194_vs01_3	0.5084175	0.45895523	151	0.7596255	744	2	0.002688172	1344086	1000000
S28C147_01197_vs01_24_147-01_10	S28C147_01197_vs01_24	0.5084175	0.45895523	151	0.7596255	744	2	0.002688172	1344086	1000000
S28C147_01194_vs01_3_147-01_4	S28C147_01194_vs01_3	0	0	0	0	744	0	0	0	0
S28C147_01197_vs01_24_147-01_4	S28C147_01197_vs01_24	0	0	0	0	744	0	0	0	0
S28C147_01194_vs01_3_147-01_6	S28C147_01194_vs01_3	0	0	0	0	744	0	0	0	0
S28C147_01197_vs01_24_147-01_6	S28C147_01197_vs01_24	0	0	0	0	744	0	0	0	0
S28C147_01194_vs01_3_147-01_11	S28C147_01194_vs01_3	0	0	0	0	744	0	0	0	0
S28C147_01197_vs01_24_147-01_11	S28C147_01197_vs01_24	0	0	0	0	744	0	0	0	0
S29C151_01300_vs01_3_151-01_6	S29C151_01300_vs01_3	0	0	0	0	744	0	0	0	0
S29C151_01291_vs01_3_151-01_6	S29C151_01291_vs01_3	0	0	0	0	744	0	0	0	0
S29C151_01300_vs01_3_151-01_9	S29C151_01300_vs01_3	0	0	0	0	744	0	0	0	0
S29C151_01291_vs01_3_151-01_9	S29C151_01291_vs01_3	0	0	0	0	744	0	0	0	0
S29C151_01300_vs01_3_151-01_5	S29C151_01300_vs01_3	28.121212	27.402985	591	379.36472	744	112	0.15053764	1344086	1000000
S29C151_01291_vs01_3_151-01_5	S29C151_01291_vs01_3	25.09091	24.044777	591	407.1047	744	100	0.13440861	1344085.9	1000000
S29C151_01300_vs01_3_151-01_1	S29C151_01300_vs01_3	0	0	0	0	744	0	0	0	0
S29C151_01291_vs01_3_151-01_1	S29C151_01291_vs01_3	0	0	0	0	744	0	0	0	0
S29C151_01300_vs01_3_151-01_2	S29C151_01300_vs01_3	0	0	0	0	744	0	0	0	0
S29C151_01291_vs01_3_151-01_2	S29C151_01291_vs01_3	0	0	0	0	744	0	0	0	0
S30C153_01353_vs01_1_153-01_4	S30C153_01353_vs01_1	0	0	0	0	387	0	0	0	0
S30C153_01353_vs01_1_153-01_5	S30C153_01353_vs01_1	0	0	0	0	387	0	0	0	0
S30C153_01353_vs01_1_153-01_2	S30C153_01353_vs01_1	0	0	0	0	387	0	0	0	0
S30C153_01353_vs01_1_153-01_3	S30C153_01353_vs01_1	0	0	0	0	387	0	0	0	0
S30C153_01353_vs01_1_153-01_6	S30C153_01353_vs01_1	1.0717299	1.0883721	187	0.8465279	387	2	0.005167959	2583979.3	1000000
S31C159_0188_vs01_27_159-01_3	S31C159_0188_vs01_27	24.43771	24.479477	661	160.99525	744	101	0.1357527	1344086	1000000
S31C159_0188_vs01_27_159-01_7	S31C159_0188_vs01_27	17.868687	18.09888	627	70.31326	744	78	0.10483871	1344086	1000000
S31C159_0188_vs01_27_159-01_1	S31C159_0188_vs01_27	19.680134	19.580223	711	21.762608	744	84	0.11290322	1344086	1000000
S31C159_0188_vs01_27_159-01_8	S31C159_0188_vs01_27	48.8266	47.527985	571	1683.8872	744	213	0.28629032	1344085.9	1000000
S31C159_0188_vs01_27_159-01_2	S31C159_0188_vs01_27	17.215488	17.24627	729	120.773056	744	73	0.09811828	1344086	1000000
S31C159_0188_vs01_27_159-01_14	S31C159_0188_vs01_27	3.557239	3.5764925	302	12.257257	744	14	0.018817205	1344086	1000000
S31C159_0188_vs01_27_159-01_15	S31C159_0188_vs01_27	7.8989897	7.796642	605	20.165155	744	36	0.048387095	1344086	1000000
S31C159_0188_vs01_27_159-01_13	S31C159_0188_vs01_27	2.7659934	2.7070897	461	5.3734794	744	11	0.014784946	1344086.1	1000000
S31C159_0188_vs01_27_159-01_12	S31C159_0188_vs01_27	12.385522	12.095149	655	48.217064	744	51	0.06854839	1344086	1000000
S31C159_0188_vs01_27_159-01_10	S31C159_0188_vs01_27	8.262627	7.9608207	462	57.725178	744	36	0.048387095	1344086	1000000
S31C159_0188_vs01_27_159-01_9	S31C159_0188_vs01_27	15.664983	14.957089	545	264.04102	744	66	0.088709675	1344086	1000000
S31C159_0188_vs01_27_159-01_4	S31C159_0188_vs01_27	13.545455	13.567164	690	35.43891	744	55	0.07392473	1344086	1000000
S31C159_0188_vs01_27_159-01_5	S31C159_0188_vs01_27	3.3468013	3.1156716	313	14.7260685	744	14	0.018817205	1344086	1000000
S31C159_0188_vs01_27_159-01_6	S31C159_0188_vs01_27	19.392256	19.360075	740	90.775055	744	81	0.10887097	1344086	1000000
S31C159_0188_vs01_27_159-01_11	S31C159_0188_vs01_27	2.922559	2.6119404	151	25.164312	744	12	0.016129032	1344086	1000000
165_0172_78_165-01_6	165_0172_78	3.3719137	3.0873287	443	19.062395	798	16	0.020050125	1253132.9	1000000
S33C165_01132_vs02_6_165-01_6	S33C165_01132_vs02_6	0	0	0	0	735	0	0	0	0
165_0172_78_165-01_3	165_0172_78	0	0	0	0	798	0	0	0	0
S33C165_01132_vs02_6_165-01_3	S33C165_01132_vs02_6	0	0	0	0	735	0	0	0	0
165_0172_78_165-01_5	165_0172_78	0	0	0	0	798	0	0	0	0
S33C165_01132_vs02_6_165-01_5	S33C165_01132_vs02_6	0	0	0	0	735	0	0	0	0
165_0172_78_165-01_7	165_0172_78	0	0	0	0	798	0	0	0	0
S33C165_01132_vs02_6_165-01_7	S33C165_01132_vs02_6	0	0	0	0	735	0	0	0	0
165_0172_78_165-01_4	165_0172_78	0	0	0	0	798	0	0	0	0
S33C165_01132_vs02_6_165-01_4	S33C165_01132_vs02_6	0	0	0	0	735	0	0	0	0
165_0172_78_165-01_2	165_0172_78	0	0	0	0	798	0	0	0	0
S33C165_01132_vs02_6_165-01_2	S33C165_01132_vs02_6	0	0	0	0	735	0	0	0	0
S35C172_01303_vs01_fragment_1_33_172-01_4	S35C172_01303_vs01_fragment_1_33	6.477193	6.4474707	706	6.3764563	720	28	0.03888889	1388888.9	1000000
S35C172_01303_vs01_fragment_1_33_172-01_10	S35C172_01303_vs01_fragment_1_33	0.52982455	0.48249027	167	0.724065	720	2	0.0027777778	1388888.9	1000000
S35C172_01303_vs01_fragment_1_33_172-01_6	S35C172_01303_vs01_fragment_1_33	7.6684213	7.7237353	671	2.7492645	720	31	0.043055557	1388888.9	1000000
S35C172_01303_vs01_fragment_1_33_172-01_12	S35C172_01303_vs01_fragment_1_33	1.4877193	1.4396887	459	2.2608333	720	6	0.008333334	1388888.9	1000000
S35C172_01303_vs01_fragment_1_33_172-01_3	S35C172_01303_vs01_fragment_1_33	8.340351	8.291829	630	15.55004	720	34	0.047222223	1388888.9	1000000
S35C172_01303_vs01_fragment_1_33_172-01_2	S35C172_01303_vs01_fragment_1_33	0	0	0	0	720	0	0	0	0
S35C172_01303_vs01_fragment_1_33_172-01_8	S35C172_01303_vs01_fragment_1_33	0.52982455	0.48249027	223	0.5272284	720	2	0.0027777778	1388888.9	1000000
S35C172_01303_vs01_fragment_1_33_172-01_11	S35C172_01303_vs01_fragment_1_33	0	0	0	0	720	0	0	0	0
S35C172_01303_vs01_fragment_1_33_172-01_5	S35C172_01303_vs01_fragment_1_33	5.85614	5.8501945	683	3.7191627	720	24	0.033333335	1388888.9	1000000
S35C172_01303_vs01_fragment_1_33_172-01_9	S35C172_01303_vs01_fragment_1_33	0	0	0	0	720	0	0	0	0
S35C172_01303_vs01_fragment_1_33_172-01_7	S35C172_01303_vs01_fragment_1_33	2.1456141	2.1167314	535	2.5675116	720	9	0.0125	1388888.8	1000000
