Sample	Genome	Mean	Trimmed Mean	Covered Bases	Variance	Length	Count	Reads_per_base	RPKM	TPM
S50C2046_01360_vs01_114_2046-01_12	S50C2046_01360_vs01_114	24.781305	24.520548	712	216.84253	717	97	0.13528591	1394700	1000000
S50C2046_01360_vs01_54_2046-01_12	S50C2046_01360_vs01_54	5.9215684	5.7762375	430	26.090265	711	22	0.030942334	1406469.9	1000000
S50C2046_01360_vs01_114_2046-01_4	S50C2046_01360_vs01_114	9.772487	9.83953	708	24.303272	717	40	0.055788007	1394700.1	1000000
S50C2046_01360_vs01_54_2046-01_4	S50C2046_01360_vs01_54	0.66488415	0.5782178	269	0.9624968	711	3	0.004219409	1406469.9	1000000
S50C2046_01360_vs01_114_2046-01_2	S50C2046_01360_vs01_114	7.733686	7.6712327	699	10.506691	717	31	0.043235704	1394700.1	1000000
S50C2046_01360_vs01_54_2046-01_2	S50C2046_01360_vs01_54	2.5846703	2.6039605	572	1.296836	711	10	0.014064698	1406469.8	1000000
S50C2046_01360_vs01_114_2046-01_15	S50C2046_01360_vs01_114	13.80776	13.943249	710	20.812803	717	55	0.07670851	1394700.1	1000000
S50C2046_01360_vs01_54_2046-01_15	S50C2046_01360_vs01_54	1.6292335	1.5960397	479	1.9944297	711	7	0.0098452885	1406469.8	1000000
S50C2046_01360_vs01_114_2046-01_5	S50C2046_01360_vs01_114	20.326279	19.892368	710	149.78558	717	81	0.11297071	1394700	1000000
S50C2046_01360_vs01_54_2046-01_5	S50C2046_01360_vs01_54	1.0766488	1.0217822	295	1.4209002	711	4	0.005625879	1406469.8	1000000
S50C2046_01360_vs01_114_2046-01_11	S50C2046_01360_vs01_114	0	0	0	0	717	0	0	0	0
S50C2046_01360_vs01_54_2046-01_11	S50C2046_01360_vs01_54	0.6684492	0.58217824	259	1.0470206	711	3	0.004219409	1406469.9	1000000
S50C2046_01360_vs01_114_2046-01_3	S50C2046_01360_vs01_114	21.606703	21.540117	714	82.71254	717	86	0.119944215	1394700.1	1000000
S50C2046_01360_vs01_54_2046-01_3	S50C2046_01360_vs01_54	3.6755793	3.6673267	606	3.840992	711	14	0.019690577	1406469.8	1000000
S51C2050_011137_vs01_4_2050-01_15	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_15	2050_0173_106	0.61651915	0.61928105	446	0.25745198	828	3	0.0036231885	1207729.5	1000000
S51C2050_014427_vs01_4_2050-01_15	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0
S51C2050_011034_vs01_8_2050-01_15	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_15	S51C2050_0127_vs01_6	0.95726496	0.9032258	311	1.4108418	735	5	0.006802721	1360544.3	1000000
S51C2050_0194_vs02_9_2050-01_15	S51C2050_0194_vs02_9	0.54121864	0.49603173	226	0.5216373	708	2	0.0028248588	1412429.4	1000000
S51C2050_011137_vs01_4_2050-01_10	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_10	2050_0173_106	0	0	0	0	828	0	0	0	0
S51C2050_014427_vs01_4_2050-01_10	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0
S51C2050_011034_vs01_8_2050-01_10	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_10	S51C2050_0127_vs01_6	0	0	0	0	735	0	0	0	0
S51C2050_0194_vs02_9_2050-01_10	S51C2050_0194_vs02_9	0	0	0	0	708	0	0	0	0
S51C2050_011137_vs01_4_2050-01_2	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_2	2050_0173_106	0	0	0	0	828	0	0	0	0
S51C2050_014427_vs01_4_2050-01_2	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0
S51C2050_011034_vs01_8_2050-01_2	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_2	S51C2050_0127_vs01_6	0	0	0	0	735	0	0	0	0
S51C2050_0194_vs02_9_2050-01_2	S51C2050_0194_vs02_9	0	0	0	0	708	0	0	0	0
S51C2050_011137_vs01_4_2050-01_1	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_1	2050_0173_106	0	0	0	0	828	0	0	0	0
S51C2050_014427_vs01_4_2050-01_1	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0
S51C2050_011034_vs01_8_2050-01_1	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_1	S51C2050_0127_vs01_6	0	0	0	0	735	0	0	0	0
S51C2050_0194_vs02_9_2050-01_1	S51C2050_0194_vs02_9	0	0	0	0	708	0	0	0	0
S51C2050_011137_vs01_4_2050-01_3	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_3	2050_0173_106	0	0	0	0	828	0	0	0	0
S51C2050_014427_vs01_4_2050-01_3	S51C2050_014427_vs01_4	2.9288888	2.950739	323	2.3252778	375	6	0.016	2666666.8	1000000
S51C2050_011034_vs01_8_2050-01_3	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_3	S51C2050_0127_vs01_6	0	0	0	0	735	0	0	0	0
S51C2050_0194_vs02_9_2050-01_3	S51C2050_0194_vs02_9	0	0	0	0	708	0	0	0	0
S51C2050_011137_vs01_4_2050-01_11	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_11	2050_0173_106	0	0	0	0	828	0	0	0	0
S51C2050_014427_vs01_4_2050-01_11	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0
S51C2050_011034_vs01_8_2050-01_11	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_11	S51C2050_0127_vs01_6	3.6222222	3.573055	596	6.057382	735	15	0.020408163	1360544.3	1000000
S51C2050_0194_vs02_9_2050-01_11	S51C2050_0194_vs02_9	0	0	0	0	708	0	0	0	0
S51C2050_011137_vs01_4_2050-01_9	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_9	2050_0173_106	0	0	0	0	828	0	0	0	0
S51C2050_014427_vs01_4_2050-01_9	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0
S51C2050_011034_vs01_8_2050-01_9	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_9	S51C2050_0127_vs01_6	0	0	0	0	735	0	0	0	0
S51C2050_0194_vs02_9_2050-01_9	S51C2050_0194_vs02_9	0	0	0	0	708	0	0	0	0
S51C2050_011137_vs01_4_2050-01_8	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_8	2050_0173_106	0	0	0	0	828	0	0	0	0
S51C2050_014427_vs01_4_2050-01_8	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0
S51C2050_011034_vs01_8_2050-01_8	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_8	S51C2050_0127_vs01_6	1.548718	1.4535104	366	3.0049	735	6	0.008163265	1360544.3	1000000
S51C2050_0194_vs02_9_2050-01_8	S51C2050_0194_vs02_9	0	0	0	0	708	0	0	0	0
S51C2050_011137_vs01_4_2050-01_7	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_7	2050_0173_106	0	0	0	0	828	0	0	0	0
S51C2050_014427_vs01_4_2050-01_7	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0
S51C2050_011034_vs01_8_2050-01_7	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_7	S51C2050_0127_vs01_6	0.191453	0.15939279	151	0.15506381	735	1	0.0013605442	1360544.3	1000000
S51C2050_0194_vs02_9_2050-01_7	S51C2050_0194_vs02_9	0	0	0	0	708	0	0	0	0
S51C2050_011137_vs01_4_2050-01_6	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_6	2050_0173_106	0	0	0	0	828	0	0	0	0
S51C2050_014427_vs01_4_2050-01_6	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0
S51C2050_011034_vs01_8_2050-01_6	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_6	S51C2050_0127_vs01_6	3.5042734	3.039848	269	26.99356	735	16	0.021768708	1360544.3	1000000
S51C2050_0194_vs02_9_2050-01_6	S51C2050_0194_vs02_9	0	0	0	0	708	0	0	0	0
S51C2050_011137_vs01_4_2050-01_4	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_4	2050_0173_106	0	0	0	0	828	0	0	0	0
S51C2050_014427_vs01_4_2050-01_4	S51C2050_014427_vs01_4	0.9111111	0.91133004	184	0.8492064	375	2	0.0053333333	2666666.8	1000000
S51C2050_011034_vs01_8_2050-01_4	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_4	S51C2050_0127_vs01_6	2.634188	2.4990513	403	7.951569	735	11	0.014965987	1360544.3	1000000
S51C2050_0194_vs02_9_2050-01_4	S51C2050_0194_vs02_9	0	0	0	0	708	0	0	0	0
S51C2050_011137_vs01_4_2050-01_14	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_14	2050_0173_106	0	0	0	0	828	0	0	0	0
S51C2050_014427_vs01_4_2050-01_14	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0
S51C2050_011034_vs01_8_2050-01_14	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_14	S51C2050_0127_vs01_6	3.063248	2.975332	419	7.446335	735	12	0.01632653	1360544.3	1000000
S51C2050_0194_vs02_9_2050-01_14	S51C2050_0194_vs02_9	5.421147	5.5376983	593	7.597902	708	22	0.031073445	1412429.5	1000000
S51C2050_011137_vs01_4_2050-01_12	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_12	2050_0173_106	0	0	0	0	828	0	0	0	0
S51C2050_014427_vs01_4_2050-01_12	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0
S51C2050_011034_vs01_8_2050-01_12	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_12	S51C2050_0127_vs01_6	21.179487	21.286528	644	68.89068	735	83	0.11292517	1360544.3	1000000
S51C2050_0194_vs02_9_2050-01_12	S51C2050_0194_vs02_9	0	0	0	0	708	0	0	0	0
S51C2050_011137_vs01_4_2050-01_5	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_5	2050_0173_106	0	0	0	0	828	0	0	0	0
S51C2050_014427_vs01_4_2050-01_5	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0
S51C2050_011034_vs01_8_2050-01_5	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_5	S51C2050_0127_vs01_6	75.90769	76.10626	732	800.9743	735	321	0.4367347	1360544.3	1000000
S51C2050_0194_vs02_9_2050-01_5	S51C2050_0194_vs02_9	0	0	0	0	708	0	0	0	0
S51C2050_011137_vs01_4_2050-01_13	S51C2050_011137_vs01_4	0	0	0	0	720	0	0	0	0
2050_0173_106_2050-01_13	2050_0173_106	0	0	0	0	828	0	0	0	0
S51C2050_014427_vs01_4_2050-01_13	S51C2050_014427_vs01_4	0	0	0	0	375	0	0	0	0
S51C2050_011034_vs01_8_2050-01_13	S51C2050_011034_vs01_8	0	0	0	0	714	0	0	0	0
S51C2050_0127_vs01_6_2050-01_13	S51C2050_0127_vs01_6	3.7282052	3.6603415	323	14.170865	735	15	0.020408163	1360544.3	1000000
S51C2050_0194_vs02_9_2050-01_13	S51C2050_0194_vs02_9	0	0	0	0	708	0	0	0	0
S53C2058_011667_vs01_33_2058-01_5	S53C2058_011667_vs01_33	0	0	0	0	732	0	0	0	0
S53C2058_01198_vs01_21_2058-01_5	S53C2058_01198_vs01_21	0	0	0	0	744	0	0	0	0
S53C2058_011667_vs01_38_2058-01_5	S53C2058_011667_vs01_38	2.0756013	1.8778626	186	10.458991	732	8	0.010928961	1366120.3	1000000
S53C2058_011667_vs01_33_2058-01_7	S53C2058_011667_vs01_33	2.0395188	1.8912214	383	4.912377	732	8	0.010928961	1366120.3	1000000
S53C2058_01198_vs01_21_2058-01_7	S53C2058_01198_vs01_21	3.7020202	3.6847014	302	15.926236	744	16	0.021505376	1344086	1000000
S53C2058_011667_vs01_38_2058-01_7	S53C2058_011667_vs01_38	0	0	0	0	732	0	0	0	0
S53C2058_011667_vs01_33_2058-01_6	S53C2058_011667_vs01_33	0.25945017	0.23473282	151	0.19246648	732	1	0.0013661202	1366120.3	1000000
S53C2058_01198_vs01_21_2058-01_6	S53C2058_01198_vs01_21	0	0	0	0	744	0	0	0	0
S53C2058_011667_vs01_38_2058-01_6	S53C2058_011667_vs01_38	4.5532646	4.480916	511	10.946383	732	20	0.027322404	1366120.3	1000000
S53C2058_011667_vs01_33_2058-01_12	S53C2058_011667_vs01_33	2.5859106	2.3377862	151	19.13116	732	10	0.013661202	1366120.3	1000000
S53C2058_01198_vs01_21_2058-01_12	S53C2058_01198_vs01_21	0	0	0	0	744	0	0	0	0
S53C2058_011667_vs01_38_2058-01_12	S53C2058_011667_vs01_38	9.197595	8.316793	206	180.60977	732	36	0.04918033	1366120.1	1000000
S53C2058_011667_vs01_33_2058-01_11	S53C2058_011667_vs01_33	1.1340206	0.9389313	151	5.5276184	732	6	0.008196721	1366120.3	1000000
S53C2058_01198_vs01_21_2058-01_11	S53C2058_01198_vs01_21	0	0	0	0	744	0	0	0	0
S53C2058_011667_vs01_38_2058-01_11	S53C2058_011667_vs01_38	4.1494846	4.0744276	359	18.26161	732	18	0.024590164	1366120.1	1000000
S53C2058_011667_vs01_33_2058-01_3	S53C2058_011667_vs01_33	0	0	0	0	732	0	0	0	0
S53C2058_01198_vs01_21_2058-01_3	S53C2058_01198_vs01_21	0	0	0	0	744	0	0	0	0
S53C2058_011667_vs01_38_2058-01_3	S53C2058_011667_vs01_38	0	0	0	0	732	0	0	0	0
S53C2058_011667_vs01_33_2058-01_10	S53C2058_011667_vs01_33	22.37457	22.82061	530	233.57718	732	105	0.14344262	1366120.3	1000000
S53C2058_01198_vs01_21_2058-01_10	S53C2058_01198_vs01_21	0	0	0	0	744	0	0	0	0
S53C2058_011667_vs01_38_2058-01_10	S53C2058_011667_vs01_38	0	0	0	0	732	0	0	0	0
S53C2058_011667_vs01_33_2058-01_4	S53C2058_011667_vs01_33	0	0	0	0	732	0	0	0	0
S53C2058_01198_vs01_21_2058-01_4	S53C2058_01198_vs01_21	0	0	0	0	744	0	0	0	0
S53C2058_011667_vs01_38_2058-01_4	S53C2058_011667_vs01_38	4.525773	4.385496	530	15.013965	732	19	0.025956284	1366120.3	1000000
S53C2058_011667_vs01_33_2058-01_8	S53C2058_011667_vs01_33	9.958763	9.992367	554	43.805527	732	41	0.056010928	1366120.3	1000000
S53C2058_01198_vs01_21_2058-01_8	S53C2058_01198_vs01_21	0	0	0	0	744	0	0	0	0
S53C2058_011667_vs01_38_2058-01_8	S53C2058_011667_vs01_38	1.5567011	1.408397	151	6.9287934	732	6	0.008196721	1366120.3	1000000
S53C2058_011667_vs01_33_2058-01_9	S53C2058_011667_vs01_33	8.572165	8.620229	455	49.105804	732	37	0.05054645	1366120.3	1000000
S53C2058_01198_vs01_21_2058-01_9	S53C2058_01198_vs01_21	0	0	0	0	744	0	0	0	0
S53C2058_011667_vs01_38_2058-01_9	S53C2058_011667_vs01_38	0	0	0	0	732	0	0	0	0
S60C2080_0141_vs01_44_2080-01_17	S60C2080_0141_vs01_44	18.71134	18.35687	728	81.86835	732	82	0.112021856	1366120.3	1000000
S60C2080_0141_vs01_44_2080-01_18	S60C2080_0141_vs01_44	9.867698	9.677481	495	69.78797	732	46	0.06284153	1366120.3	1000000
S60C2080_0141_vs01_44_2080-01_16	S60C2080_0141_vs01_44	14.386598	14.305344	726	60.791767	732	64	0.08743169	1366120.3	1000000
S60C2080_0141_vs01_44_2080-01_3	S60C2080_0141_vs01_44	0	0	0	0	732	0	0	0	0
S60C2080_0141_vs01_44_2080-01_6	S60C2080_0141_vs01_44	0	0	0	0	732	0	0	0	0
S60C2080_0141_vs01_44_2080-01_15	S60C2080_0141_vs01_44	11.5017185	11.5992365	633	53.579174	732	54	0.07377049	1366120.3	1000000
S60C2080_0141_vs01_44_2080-01_1	S60C2080_0141_vs01_44	0	0	0	0	732	0	0	0	0
S60C2080_0141_vs01_44_2080-01_11	S60C2080_0141_vs01_44	0.5171821	0.46755725	163	0.7251776	732	2	0.0027322404	1366120.3	1000000
S60C2080_0141_vs01_44_2080-01_10	S60C2080_0141_vs01_44	27.666666	26.530535	552	713.63055	732	112	0.15300547	1366120.3	1000000
S60C2080_0141_vs01_44_2080-01_4	S60C2080_0141_vs01_44	0	0	0	0	732	0	0	0	0
S60C2080_0141_vs01_44_2080-01_5	S60C2080_0141_vs01_44	0	0	0	0	732	0	0	0	0
S60C2080_0141_vs01_44_2080-01_2	S60C2080_0141_vs01_44	0	0	0	0	732	0	0	0	0
S60C2080_0141_vs01_44_2080-01_8	S60C2080_0141_vs01_44	10.829897	10.872137	726	5.4839244	732	46	0.06284153	1366120.3	1000000
S60C2080_0141_vs01_44_2080-01_14	S60C2080_0141_vs01_44	14.996564	14.8492365	701	68.23406	732	62	0.08469945	1366120.3	1000000
S60C2080_0141_vs01_44_2080-01_7	S60C2080_0141_vs01_44	0	0	0	0	732	0	0	0	0
S60C2080_0141_vs01_44_2080-01_19	S60C2080_0141_vs01_44	40.189003	39.853054	714	110.90399	732	169	0.23087431	1366120.1	1000000
S60C2080_0141_vs01_44_2080-01_13	S60C2080_0141_vs01_44	1.0824742	0.8816794	151	5.332257	732	6	0.008196721	1366120.3	1000000
S60C2080_0141_vs01_44_2080-01_9	S60C2080_0141_vs01_44	13.568728	13.520992	728	12.593373	732	61	0.083333336	1366120.3	1000000
S60C2080_0141_vs01_44_2080-01_20	S60C2080_0141_vs01_44	16.149485	16.01336	650	69.65577	732	68	0.09289618	1366120.3	1000000
S60C2080_0141_vs01_44_2080-01_12	S60C2080_0141_vs01_44	1.0567011	1.0667939	458	0.7764696	732	5	0.006830601	1366120.3	1000000
2087_01190_4_2087-01_6	2087_01190_4	0	0	0	0	747	0	0	0	0
2087_01190_4_2087-01_3	2087_01190_4	1347.4891	1339.5157	747	142256.27	747	5681	7.605087	1338688.1	1000000
2087_01190_4_2087-01_7	2087_01190_4	0	0	0	0	747	0	0	0	0
2087_01190_4_2087-01_8	2087_01190_4	2.085427	1.8552876	281	7.850073	747	10	0.013386881	1338688.1	1000000
2087_01190_4_2087-01_4	2087_01190_4	567.6985	567.0909	747	23553.732	747	2391	3.2008033	1338688	1000000
2087_01190_4_2087-01_5	2087_01190_4	82.72027	82.83117	747	439.004	747	345	0.4618474	1338688	1000000
S62C2088_0171_vs01_fragment_1_84_2088-01_7	S62C2088_0171_vs01_fragment_1_84	22.878788	23.51485	655	48.642437	711	87	0.12236287	1406469.8	1000000
S62C2088_0171_vs01_fragment_1_84_2088-01_3	S62C2088_0171_vs01_fragment_1_84	0	0	0	0	711	0	0	0	0
S62C2088_0171_vs01_fragment_1_84_2088-01_8	S62C2088_0171_vs01_fragment_1_84	15.524064	15.758416	703	33.296288	711	62	0.087201126	1406469.8	1000000
S62C2088_0171_vs01_fragment_1_84_2088-01_4	S62C2088_0171_vs01_fragment_1_84	0	0	0	0	711	0	0	0	0
S62C2088_0171_vs01_fragment_1_84_2088-01_6	S62C2088_0171_vs01_fragment_1_84	32.946526	32.659405	670	173.79715	711	128	0.18002813	1406469.8	1000000
S62C2088_0171_vs01_fragment_1_84_2088-01_9	S62C2088_0171_vs01_fragment_1_84	0	0	0	0	711	0	0	0	0
S62C2088_0171_vs01_fragment_1_84_2088-01_5	S62C2088_0171_vs01_fragment_1_84	5.652406	5.4633665	486	24.520033	711	21	0.029535865	1406469.8	1000000
S63C2089_0138_vs01_6_2089-01_7	S63C2089_0138_vs01_6	12.579323	12.245544	621	83.04414	711	48	0.067510545	1406469.9	1000000
S63C2089_0124_vs01_96_2089-01_7	S63C2089_0124_vs01_96	0	0	0	0	711	0	0	0	0
S63C2089_01265_vs01_4_2089-01_7	S63C2089_01265_vs01_4	0.9484536	0.8396947	210	2.265841	732	4	0.0054644807	1366120.3	1000000
S63C2089_0148_vs01_fragment_2_104_2089-01_7	S63C2089_0148_vs01_fragment_2_104	0	0	0	0	702	0	0	0	0
S63C2089_0138_vs01_6_2089-01_10	S63C2089_0138_vs01_6	1.5347594	1.5445545	563	0.83495027	711	6	0.008438818	1406469.9	1000000
S63C2089_0124_vs01_96_2089-01_10	S63C2089_0124_vs01_96	5.6631017	5.605941	526	18.141653	711	23	0.032348804	1406469.9	1000000
S63C2089_01265_vs01_4_2089-01_10	S63C2089_01265_vs01_4	0	0	0	0	732	0	0	0	0
S63C2089_0148_vs01_fragment_2_104_2089-01_10	S63C2089_0148_vs01_fragment_2_104	0	0	0	0	702	0	0	0	0
S63C2089_0138_vs01_6_2089-01_8	S63C2089_0138_vs01_6	3.1194296	3.079208	655	3.2553537	711	13	0.018284107	1406469.8	1000000
S63C2089_0124_vs01_96_2089-01_8	S63C2089_0124_vs01_96	3.5989306	3.4633663	555	8.965642	711	14	0.019690577	1406469.8	1000000
S63C2089_01265_vs01_4_2089-01_8	S63C2089_01265_vs01_4	1.0189004	0.97137403	349	1.1407782	732	4	0.0054644807	1366120.3	1000000
S63C2089_0148_vs01_fragment_2_104_2089-01_8	S63C2089_0148_vs01_fragment_2_104	0	0	0	0	702	0	0	0	0
S63C2089_0138_vs01_6_2089-01_3	S63C2089_0138_vs01_6	0	0	0	0	711	0	0	0	0
S63C2089_0124_vs01_96_2089-01_3	S63C2089_0124_vs01_96	0	0	0	0	711	0	0	0	0
S63C2089_01265_vs01_4_2089-01_3	S63C2089_01265_vs01_4	0	0	0	0	732	0	0	0	0
S63C2089_0148_vs01_fragment_2_104_2089-01_3	S63C2089_0148_vs01_fragment_2_104	5.4800725	5.433735	582	13.524104	702	21	0.02991453	1424501.4	1000000
S63C2089_0138_vs01_6_2089-01_4	S63C2089_0138_vs01_6	0	0	0	0	711	0	0	0	0
S63C2089_0124_vs01_96_2089-01_4	S63C2089_0124_vs01_96	0	0	0	0	711	0	0	0	0
S63C2089_01265_vs01_4_2089-01_4	S63C2089_01265_vs01_4	0	0	0	0	732	0	0	0	0
S63C2089_0148_vs01_fragment_2_104_2089-01_4	S63C2089_0148_vs01_fragment_2_104	5.335145	5.25502	626	11.653354	702	20	0.02849003	1424501.4	1000000
S63C2089_0138_vs01_6_2089-01_9	S63C2089_0138_vs01_6	2.3600712	2.30099	461	4.02726	711	9	0.012658228	1406469.6	1000000
S63C2089_0124_vs01_96_2089-01_9	S63C2089_0124_vs01_96	12.761141	12.764357	698	33.624992	711	54	0.07594936	1406469.8	1000000
S63C2089_01265_vs01_4_2089-01_9	S63C2089_01265_vs01_4	0	0	0	0	732	0	0	0	0
S63C2089_0148_vs01_fragment_2_104_2089-01_9	S63C2089_0148_vs01_fragment_2_104	0	0	0	0	702	0	0	0	0
S63C2089_0138_vs01_6_2089-01_5	S63C2089_0138_vs01_6	0	0	0	0	711	0	0	0	0
S63C2089_0124_vs01_96_2089-01_5	S63C2089_0124_vs01_96	4.2762923	4.215842	619	10.007455	711	20	0.028129395	1406469.8	1000000
S63C2089_01265_vs01_4_2089-01_5	S63C2089_01265_vs01_4	0	0	0	0	732	0	0	0	0
S63C2089_0148_vs01_fragment_2_104_2089-01_5	S63C2089_0148_vs01_fragment_2_104	6.1630435	6.1004014	500	23.087706	702	23	0.032763533	1424501.5	1000000
S63C2089_0138_vs01_6_2089-01_6	S63C2089_0138_vs01_6	2.8199644	2.5445545	499	13.0871725	711	14	0.019690577	1406469.8	1000000
S63C2089_0124_vs01_96_2089-01_6	S63C2089_0124_vs01_96	15.604278	15.267326	711	40.375267	711	67	0.094233476	1406469.8	1000000
S63C2089_01265_vs01_4_2089-01_6	S63C2089_01265_vs01_4	2.0378008	2.0496182	475	1.9469336	732	8	0.010928961	1366120.3	1000000
S63C2089_0148_vs01_fragment_2_104_2089-01_6	S63C2089_0148_vs01_fragment_2_104	0.7119565	0.68473893	340	0.5756825	702	3	0.0042735045	1424501.5	1000000
S64C2116_0137_vs01_157_2116-01_8	S64C2116_0137_vs01_157	34.11943	34.60594	696	125.82321	711	132	0.18565401	1406469.8	1000000
S64C2116_0137_vs01_157_2116-01_6	S64C2116_0137_vs01_157	14.249555	14.241584	704	42.341183	711	56	0.07876231	1406469.8	1000000
S64C2116_0137_vs01_157_2116-01_3	S64C2116_0137_vs01_157	50.039215	50.332672	709	82.53064	711	207	0.29113925	1406469.8	1000000
S64C2116_0137_vs01_157_2116-01_1	S64C2116_0137_vs01_157	0	0	0	0	711	0	0	0	0
S64C2116_0137_vs01_157_2116-01_9	S64C2116_0137_vs01_157	0	0	0	0	711	0	0	0	0
S64C2116_0137_vs01_157_2116-01_7	S64C2116_0137_vs01_157	16.946524	16.849504	703	73.439995	711	70	0.09845288	1406469.9	1000000
S64C2116_0137_vs01_157_2116-01_10	S64C2116_0137_vs01_157	29.921568	29.825743	707	147.54027	711	117	0.16455697	1406469.8	1000000
S64C2116_0137_vs01_157_2116-01_5	S64C2116_0137_vs01_157	0	0	0	0	711	0	0	0	0
S64C2116_0137_vs01_157_2116-01_4	S64C2116_0137_vs01_157	0	0	0	0	711	0	0	0	0
S66C2131_0168_vs01_24_2131-01_7	S66C2131_0168_vs01_24	0	0	0	0	711	0	0	0	0
S66C2131_0168_vs01_24_2131-01_5	S66C2131_0168_vs01_24	0	0	0	0	711	0	0	0	0
S66C2131_0168_vs01_24_2131-01_9	S66C2131_0168_vs01_24	2.4224598	2.370297	514	1.9944232	711	9	0.012658228	1406469.6	1000000
S66C2131_0168_vs01_24_2131-01_11	S66C2131_0168_vs01_24	3.6452763	3.621782	646	2.8043034	711	15	0.021097047	1406469.9	1000000
S66C2131_0168_vs01_24_2131-01_4	S66C2131_0168_vs01_24	0	0	0	0	711	0	0	0	0
S66C2131_0168_vs01_24_2131-01_1	S66C2131_0168_vs01_24	0	0	0	0	711	0	0	0	0
S66C2131_0168_vs01_24_2131-01_13	S66C2131_0168_vs01_24	2.3475935	1.9663366	266	14.412891	711	12	0.016877636	1406469.9	1000000
S66C2131_0168_vs01_24_2131-01_21	S66C2131_0168_vs01_24	4.982175	4.7663364	478	20.281824	711	20	0.028129395	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_12	S66C2131_0168_vs01_24	1.167558	1.0831683	394	1.7433028	711	5	0.007032349	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_20	S66C2131_0168_vs01_24	3.3101604	3.2653465	657	2.5143428	711	13	0.018284107	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_22	S66C2131_0168_vs01_24	0.5383244	0.4910891	160	0.7561179	711	2	0.0028129395	1406469.8	1000000
S66C2131_0168_vs01_24_2131-01_10	S66C2131_0168_vs01_24	0	0	0	0	711	0	0	0	0
S66C2131_0168_vs01_24_2131-01_19	S66C2131_0168_vs01_24	3.106952	2.9168317	525	12.5849695	711	12	0.016877636	1406469.9	1000000
