Sample	Genome	Mean	Trimmed Mean	Covered Bases	Variance	Length	Count	Reads_per_base	RPKM	TPM
S15C1112_011827_vs01_8_1112-01_20	S15C1112_011827_vs01_8	62.502563	62.178368	726	170.20934	735	321	0.4367347	1360544.3	1000000
S15C1112_01221_vs01_26_1112-01_20	S15C1112_01221_vs01_26	56.397503	56.20198	711	165.79347	711	271	0.38115332	1406469.8	1000000
S15C1112_011827_vs01_8_1112-01_7	S15C1112_011827_vs01_8	4.157265	4.1537004	676	4.7800193	735	22	0.029931974	1360544.3	1000000
S15C1112_01221_vs01_26_1112-01_7	S15C1112_01221_vs01_26	4.0695186	4.118812	666	1.8005153	711	20	0.028129395	1406469.8	1000000
S15C1112_011827_vs01_8_1112-01_5	S15C1112_011827_vs01_8	9.945299	10.068311	701	10.47988	735	48	0.06530612	1360544.3	1000000
S15C1112_01221_vs01_26_1112-01_5	S15C1112_01221_vs01_26	6.4777184	6.3683167	639	21.664234	711	33	0.046413504	1406469.8	1000000
S15C1112_011827_vs01_8_1112-01_18	S15C1112_011827_vs01_8	8.497436	8.404175	711	11.555216	735	47	0.06394558	1360544.1	1000000
S15C1112_01221_vs01_26_1112-01_18	S15C1112_01221_vs01_26	8.939394	8.980198	695	7.024892	711	40	0.05625879	1406469.8	1000000
S15C1112_011827_vs01_8_1112-01_3	S15C1112_011827_vs01_8	0	0	0	0	735	0	0	0	0
S15C1112_01221_vs01_26_1112-01_3	S15C1112_01221_vs01_26	0	0	0	0	711	0	0	0	0
S15C1112_011827_vs01_8_1112-01_12	S15C1112_011827_vs01_8	1.1094017	1.0721062	450	1.275682	735	6	0.008163265	1360544.3	1000000
S15C1112_01221_vs01_26_1112-01_12	S15C1112_01221_vs01_26	3.6131907	3.508911	631	3.466183	711	15	0.021097047	1406469.9	1000000
S15C1112_011827_vs01_8_1112-01_17	S15C1112_011827_vs01_8	14.622222	14.626186	707	9.893	735	75	0.10204082	1360544.1	1000000
S15C1112_01221_vs01_26_1112-01_17	S15C1112_01221_vs01_26	11.857397	11.623762	684	16.70106	711	60	0.08438819	1406469.9	1000000
S15C1112_011827_vs01_8_1112-01_9	S15C1112_011827_vs01_8	1.1025641	1.0645162	418	1.335353	735	6	0.008163265	1360544.3	1000000
S15C1112_01221_vs01_26_1112-01_9	S15C1112_01221_vs01_26	3.7005348	3.6831684	642	2.663732	711	16	0.022503516	1406469.8	1000000
S15C1112_011827_vs01_8_1112-01_11	S15C1112_011827_vs01_8	0.51623935	0.46679318	202	0.7672872	735	4	0.005442177	1360544.3	1000000
S15C1112_01221_vs01_26_1112-01_11	S15C1112_01221_vs01_26	1.2513369	1.190099	486	1.1813599	711	7	0.0098452885	1406469.8	1000000
S15C1112_011827_vs01_8_1112-01_19	S15C1112_011827_vs01_8	22.011967	21.842505	721	56.26184	735	108	0.14693877	1360544.3	1000000
S15C1112_01221_vs01_26_1112-01_19	S15C1112_01221_vs01_26	17.821747	18.017822	692	9.378885	711	85	0.11954993	1406469.9	1000000
S16C112_01399_vs01_20_112-01_6	S16C112_01399_vs01_20	75.59259	75.89179	744	237.95511	744	370	0.49731183	1344086	1000000
S16C112_0117_vs01_133_112-01_6	S16C112_0117_vs01_133	0	0	0	0	711	0	0	0	0
S16C112_01399_vs01_43_112-01_6	S16C112_01399_vs01_43	261.5202	265.70895	744	2674.6306	744	1225	1.6465054	1344086	1000000
S16C112_01399_vs01_20_112-01_2	S16C112_01399_vs01_20	17.228956	17.27612	735	17.229113	744	86	0.1155914	1344086	1000000
S16C112_0117_vs01_133_112-01_2	S16C112_0117_vs01_133	255.65598	256.94058	711	1941.9259	711	1189	1.6722926	1406469.8	1000000
S16C112_01399_vs01_43_112-01_2	S16C112_01399_vs01_43	55.705387	56.225746	744	169.1424	744	260	0.34946236	1344086	1000000
S16C112_01399_vs01_20_112-01_5	S16C112_01399_vs01_20	104.496635	106.166046	744	232.63153	744	506	0.68010753	1344086	1000000
S16C112_0117_vs01_133_112-01_5	S16C112_0117_vs01_133	1.6417112	1.609901	435	2.516043	711	8	0.011251758	1406469.8	1000000
S16C112_01399_vs01_43_112-01_5	S16C112_01399_vs01_43	422.9394	429.36566	744	5069.5415	744	2016	2.7096775	1344086	1000000
S16C112_01399_vs01_20_112-01_9	S16C112_01399_vs01_20	78.56902	79.19216	744	172.26254	744	381	0.51209676	1344086	1000000
S16C112_0117_vs01_133_112-01_9	S16C112_0117_vs01_133	31.95722	32.219803	703	94.57319	711	147	0.20675105	1406469.8	1000000
S16C112_01399_vs01_43_112-01_9	S16C112_01399_vs01_43	274.1111	277.41977	744	2439.8364	744	1327	1.7836021	1344086	1000000
S16C112_01399_vs01_20_112-01_3	S16C112_01399_vs01_20	90.045456	91.74067	744	286.69098	744	438	0.58870965	1344086.1	1000000
S16C112_0117_vs01_133_112-01_3	S16C112_0117_vs01_133	58.75401	59.144554	710	51.50368	711	283	0.39803094	1406469.9	1000000
S16C112_01399_vs01_43_112-01_3	S16C112_01399_vs01_43	258.9478	261.76492	744	2410.2715	744	1275	1.7137097	1344086	1000000
S16C112_01399_vs01_20_112-01_999	S16C112_01399_vs01_20	156.92929	159.20335	744	537.9376	744	772	1.0376344	1344086	1000000
S16C112_0117_vs01_133_112-01_999	S16C112_0117_vs01_133	93.041	93.88713	702	210.20369	711	452	0.6357243	1406469.6	1000000
S16C112_01399_vs01_43_112-01_999	S16C112_01399_vs01_43	464.15656	469.92163	744	4992.6714	744	2248	3.0215054	1344086	1000000
S16C112_01399_vs01_20_112-01_12	S16C112_01399_vs01_20	108.171715	109.791046	744	302.65515	744	545	0.7325269	1344086	1000000
S16C112_0117_vs01_133_112-01_12	S16C112_0117_vs01_133	24.254902	24.134653	711	30.029554	711	130	0.18284106	1406469.8	1000000
S16C112_01399_vs01_43_112-01_12	S16C112_01399_vs01_43	743.3923	751.0187	744	41387.832	744	3712	4.9892473	1344085.9	1000000
S16C112_01399_vs01_20_112-01_4	S16C112_01399_vs01_20	80.464645	82.20522	738	319.43634	744	378	0.5080645	1344086.1	1000000
S16C112_0117_vs01_133_112-01_4	S16C112_0117_vs01_133	61.672016	62.170296	707	107.167244	711	280	0.39381152	1406469.9	1000000
S16C112_01399_vs01_43_112-01_4	S16C112_01399_vs01_43	228.75589	232.44029	744	2221.6443	744	1068	1.4354838	1344086	1000000
S16C112_01399_vs01_20_112-01_7	S16C112_01399_vs01_20	81.31481	82.41418	744	201.98335	744	421	0.5658602	1344086	1000000
S16C112_0117_vs01_133_112-01_7	S16C112_0117_vs01_133	64.01961	64.00594	698	216.03711	711	314	0.4416315	1406469.8	1000000
S16C112_01399_vs01_43_112-01_7	S16C112_01399_vs01_43	311.34848	315.72388	744	2838.2664	744	1544	2.0752687	1344086	1000000
S16C112_01399_vs01_20_112-01_15	S16C112_01399_vs01_20	148.27441	150.60448	742	377.63617	744	727	0.97715056	1344086.1	1000000
S16C112_0117_vs01_133_112-01_15	S16C112_0117_vs01_133	46.27629	46.263367	711	60.021736	711	219	0.30801687	1406469.8	1000000
S16C112_01399_vs01_43_112-01_15	S16C112_01399_vs01_43	793.33167	800.78546	744	32178.414	744	3862	5.1908603	1344086	1000000
S16C112_01399_vs01_20_112-01_13	S16C112_01399_vs01_20	93.68519	94.98508	742	459.8012	744	471	0.6330645	1344086	1000000
S16C112_0117_vs01_133_112-01_13	S16C112_0117_vs01_133	156.7558	157.01782	711	494.4991	711	734	1.0323488	1406469.8	1000000
S16C112_01399_vs01_43_112-01_13	S16C112_01399_vs01_43	857.5741	866.07837	744	44081.375	744	4266	5.733871	1344086	1000000
S16C112_01399_vs01_20_112-01_19	S16C112_01399_vs01_20	183.14142	184.39738	744	834.0135	744	912	1.2258065	1344086	1000000
S16C112_0117_vs01_133_112-01_19	S16C112_0117_vs01_133	98.55258	99.32277	710	179.71915	711	453	0.6371308	1406469.8	1000000
S16C112_01399_vs01_43_112-01_19	S16C112_01399_vs01_43	741.9882	751.3321	744	15922.671	744	3631	4.8803763	1344086	1000000
S16C112_01399_vs01_20_112-01_8	S16C112_01399_vs01_20	142.90068	144.90298	744	245.11172	744	748	1.0053763	1344086	1000000
S16C112_0117_vs01_133_112-01_8	S16C112_0117_vs01_133	49.38681	49.780197	711	97.63047	711	246	0.34599155	1406469.8	1000000
S16C112_01399_vs01_43_112-01_8	S16C112_01399_vs01_43	481.22726	487.65298	744	3664.833	744	2489	3.3454301	1344086	1000000
S16C112_01399_vs01_20_112-01_14	S16C112_01399_vs01_20	78.757576	79.69589	744	166.20741	744	400	0.53763443	1344085.9	1000000
S16C112_0117_vs01_133_112-01_14	S16C112_0117_vs01_133	66.21212	66.55842	706	91.91741	711	318	0.44725737	1406469.8	1000000
S16C112_01399_vs01_43_112-01_14	S16C112_01399_vs01_43	391.29126	395.34143	744	7197.4	744	1934	2.5994623	1344086	1000000
S16C112_01399_vs01_20_112-01_11	S16C112_01399_vs01_20	113.68855	115.470146	744	283.08475	744	558	0.75	1344086	1000000
S16C112_0117_vs01_133_112-01_11	S16C112_0117_vs01_133	39.97861	40.633663	699	143.28883	711	183	0.25738397	1406469.8	1000000
S16C112_01399_vs01_43_112-01_11	S16C112_01399_vs01_43	1039.6346	1049.7239	744	81917.36	744	5092	6.844086	1344086	1000000
S16C112_01399_vs01_20_112-01_888	S16C112_01399_vs01_20	0	0	0	0	744	0	0	0	0
S16C112_0117_vs01_133_112-01_888	S16C112_0117_vs01_133	94.21212	95.12079	711	143.05313	711	460	0.6469761	1406469.8	1000000
S16C112_01399_vs01_43_112-01_888	S16C112_01399_vs01_43	0.23400673	0.20708956	150	0.17954986	744	1	0.001344086	1344086	1000000
S16C112_01399_vs01_20_112-01_10	S16C112_01399_vs01_20	135.91751	137.25186	744	977.94775	744	677	0.90994626	1344086	1000000
S16C112_0117_vs01_133_112-01_10	S16C112_0117_vs01_133	34.115864	34.120792	710	77.09905	711	160	0.22503516	1406469.8	1000000
S16C112_01399_vs01_43_112-01_10	S16C112_01399_vs01_43	420.13467	426.17725	744	5312.297	744	2023	2.719086	1344086	1000000
S17C1128_01167_vs01_25_1128-01_17	S17C1128_01167_vs01_25	77.02624	77.886986	796	227.87413	798	434	0.54385966	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_17	S17C1128_011205_vs01_36	38.087345	37.90297	708	116.34417	711	177	0.24894515	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_13	S17C1128_01167_vs01_25	29.942902	30.049658	796	96.171394	798	158	0.19799499	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_13	S17C1128_011205_vs01_36	14.128343	14.087129	708	54.49421	711	65	0.09142053	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_16	S17C1128_01167_vs01_25	78.53704	79.35788	798	249.74208	798	442	0.5538847	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_16	S17C1128_011205_vs01_36	39.602497	39.554455	711	62.639927	711	187	0.26300985	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_12	S17C1128_01167_vs01_25	10.856482	10.941781	794	6.8124456	798	61	0.0764411	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_12	S17C1128_011205_vs01_36	5.459893	5.3742576	673	4.930978	711	23	0.032348804	1406469.9	1000000
S17C1128_01167_vs01_25_1128-01_19	S17C1128_01167_vs01_25	60.830246	61.078766	797	54.465733	798	334	0.41854638	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_19	S17C1128_011205_vs01_36	28.588236	28.4099	706	128.8391	711	142	0.1997187	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_38	S17C1128_01167_vs01_25	24.393518	24.258562	782	85.40441	798	130	0.16290727	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_38	S17C1128_011205_vs01_36	9.190731	9.239604	701	9.8582	711	42	0.05907173	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_25	S17C1128_01167_vs01_25	38.141975	38.41267	794	84.88862	798	201	0.2518797	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_25	S17C1128_011205_vs01_36	22.579323	22.839603	709	19.237005	711	101	0.14205344	1406469.9	1000000
S17C1128_01167_vs01_25_1128-01_18	S17C1128_01167_vs01_25	72.333336	72.89384	798	136.47914	798	398	0.49874687	1253132.8	1000000
S17C1128_011205_vs01_36_1128-01_18	S17C1128_011205_vs01_36	39.224598	38.942574	703	84.41019	711	184	0.25879043	1406469.9	1000000
S17C1128_01167_vs01_25_1128-01_20	S17C1128_01167_vs01_25	47.300926	47.60959	796	130.17365	798	261	0.32706767	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_20	S17C1128_011205_vs01_36	23.607843	23.853466	700	12.974512	711	123	0.17299578	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_27	S17C1128_01167_vs01_25	69.25309	69.9315	797	103.24652	798	384	0.48120302	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_27	S17C1128_011205_vs01_36	31.76114	31.954456	706	57.110714	711	144	0.20253165	1406469.6	1000000
S17C1128_01167_vs01_25_1128-01_36	S17C1128_01167_vs01_25	57.60648	57.53767	798	248.03188	798	302	0.3784461	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_36	S17C1128_011205_vs01_36	18.918003	18.90297	695	19.88969	711	91	0.12798874	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_11	S17C1128_01167_vs01_25	0	0	0	0	798	0	0	0	0
S17C1128_011205_vs01_36_1128-01_11	S17C1128_011205_vs01_36	0	0	0	0	711	0	0	0	0
S17C1128_01167_vs01_25_1128-01_1	S17C1128_01167_vs01_25	0	0	0	0	798	0	0	0	0
S17C1128_011205_vs01_36_1128-01_1	S17C1128_011205_vs01_36	0	0	0	0	711	0	0	0	0
S17C1128_01167_vs01_25_1128-01_37	S17C1128_01167_vs01_25	18.808641	18.988014	798	20.30336	798	95	0.11904762	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_37	S17C1128_011205_vs01_36	8.659536	8.790099	698	9.832094	711	42	0.05907173	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_40	S17C1128_01167_vs01_25	37.61111	37.61644	793	46.52241	798	197	0.24686716	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_40	S17C1128_011205_vs01_36	11.269162	11.277227	677	23.568491	711	54	0.07594936	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_39	S17C1128_01167_vs01_25	33.76389	33.732876	772	45.71078	798	180	0.22556391	1253132.8	1000000
S17C1128_011205_vs01_36_1128-01_39	S17C1128_011205_vs01_36	20.604279	20.79406	695	42.403835	711	95	0.13361463	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_2	S17C1128_01167_vs01_25	0	0	0	0	798	0	0	0	0
S17C1128_011205_vs01_36_1128-01_2	S17C1128_011205_vs01_36	0	0	0	0	711	0	0	0	0
S17C1128_01167_vs01_25_1128-01_26	S17C1128_01167_vs01_25	15.91358	15.967465	794	24.113075	798	85	0.106516294	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_26	S17C1128_011205_vs01_36	12.130125	11.970297	693	31.470535	711	56	0.07876231	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_10	S17C1128_01167_vs01_25	0	0	0	0	798	0	0	0	0
S17C1128_011205_vs01_36_1128-01_10	S17C1128_011205_vs01_36	0	0	0	0	711	0	0	0	0
S17C1128_01167_vs01_25_1128-01_35	S17C1128_01167_vs01_25	98.69907	98.78938	796	273.55237	798	538	0.67418545	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_35	S17C1128_011205_vs01_36	53.32977	53.360397	696	357.74994	711	236	0.33192685	1406469.9	1000000
S17C1128_01167_vs01_25_1128-01_21	S17C1128_01167_vs01_25	87.75	88.20719	797	113.48609	798	490	0.61403507	1253132.8	1000000
S17C1128_011205_vs01_36_1128-01_21	S17C1128_011205_vs01_36	43.493763	43.827724	709	69.314705	711	212	0.29817158	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_8	S17C1128_01167_vs01_25	0	0	0	0	798	0	0	0	0
S17C1128_011205_vs01_36_1128-01_8	S17C1128_011205_vs01_36	0	0	0	0	711	0	0	0	0
S17C1128_01167_vs01_25_1128-01_14	S17C1128_01167_vs01_25	43.046295	43.047947	798	198.00406	798	218	0.27318296	1253132.8	1000000
S17C1128_011205_vs01_36_1128-01_14	S17C1128_011205_vs01_36	13.946524	14.051485	700	17.018564	711	71	0.09985935	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_9	S17C1128_01167_vs01_25	0	0	0	0	798	0	0	0	0
S17C1128_011205_vs01_36_1128-01_9	S17C1128_011205_vs01_36	0	0	0	0	711	0	0	0	0
S17C1128_01167_vs01_25_1128-01_32	S17C1128_01167_vs01_25	53.76389	54.597603	798	88.55467	798	280	0.3508772	1253132.8	1000000
S17C1128_011205_vs01_36_1128-01_32	S17C1128_011205_vs01_36	27.96435	28.142574	701	89.838005	711	136	0.19127989	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_30	S17C1128_01167_vs01_25	66.48148	67.22603	795	212.70749	798	346	0.43358395	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_30	S17C1128_011205_vs01_36	36.160427	36.021782	706	61.10636	711	169	0.23769338	1406469.6	1000000
S17C1128_01167_vs01_25_1128-01_24	S17C1128_01167_vs01_25	50.719135	51.05308	796	70.32902	798	276	0.34586465	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_24	S17C1128_011205_vs01_36	26.486631	26.857426	696	36.20028	711	120	0.16877638	1406469.9	1000000
S17C1128_01167_vs01_25_1128-01_23	S17C1128_01167_vs01_25	23.84105	23.71404	756	88.034966	798	123	0.15413533	1253132.8	1000000
S17C1128_011205_vs01_36_1128-01_23	S17C1128_011205_vs01_36	12.932263	12.863366	677	4.96326	711	62	0.087201126	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_15	S17C1128_01167_vs01_25	54.689816	54.99144	798	252.0257	798	294	0.36842105	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_15	S17C1128_011205_vs01_36	22.629234	22.649506	698	10.762287	711	108	0.15189873	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_34	S17C1128_01167_vs01_25	30.766975	30.957191	797	78.30574	798	164	0.20551379	1253132.9	1000000
S17C1128_011205_vs01_36_1128-01_34	S17C1128_011205_vs01_36	16.030304	16.150496	690	11.06158	711	74	0.10407876	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_28	S17C1128_01167_vs01_25	67.7608	68.40753	796	115.79279	798	390	0.48872182	1253132.8	1000000
S17C1128_011205_vs01_36_1128-01_28	S17C1128_011205_vs01_36	32.830658	33.051487	699	35.580204	711	151	0.21237694	1406469.9	1000000
S17C1128_01167_vs01_25_1128-01_33	S17C1128_01167_vs01_25	74.09259	75.2089	796	295.75967	798	393	0.4924812	1253132.8	1000000
S17C1128_011205_vs01_36_1128-01_33	S17C1128_011205_vs01_36	34.368984	34.320793	698	56.365402	711	162	0.2278481	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_31	S17C1128_01167_vs01_25	58.56173	58.815067	797	165.28217	798	319	0.39974937	1253132.8	1000000
S17C1128_011205_vs01_36_1128-01_31	S17C1128_011205_vs01_36	31.053476	30.827723	711	138.85426	711	141	0.19831224	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_29	S17C1128_01167_vs01_25	89.12654	89.78082	797	424.87424	798	466	0.5839599	1253132.8	1000000
S17C1128_011205_vs01_36_1128-01_29	S17C1128_011205_vs01_36	47.110516	47.629704	708	70.77349	711	221	0.31082982	1406469.8	1000000
S17C1128_01167_vs01_25_1128-01_22	S17C1128_01167_vs01_25	71.638885	71.84075	793	397.3439	798	381	0.4774436	1253132.8	1000000
S17C1128_011205_vs01_36_1128-01_22	S17C1128_011205_vs01_36	37.02852	37.089108	683	106.059875	711	166	0.23347399	1406469.8	1000000
S18C1141_01186_vs01_45_1141-01_9	S18C1141_01186_vs01_45	346.0517	349.15048	711	2839.8357	711	1561	2.1954992	1406469.8	1000000
S18C1141_01186_vs01_45_1141-01_3	S18C1141_01186_vs01_45	0	0	0	0	711	0	0	0	0
S18C1141_01186_vs01_45_1141-01_8	S18C1141_01186_vs01_45	105.10695	106.380196	709	170.69565	711	485	0.68213785	1406469.6	1000000
S18C1141_01186_vs01_45_1141-01_12	S18C1141_01186_vs01_45	285.48663	289.20395	711	1318.2428	711	1336	1.8790436	1406469.8	1000000
S18C1141_01186_vs01_45_1141-01_7	S18C1141_01186_vs01_45	117.87344	119.77228	711	460.7	711	538	0.7566807	1406469.8	1000000
S18C1141_01186_vs01_45_1141-01_11	S18C1141_01186_vs01_45	213.05704	215.00397	710	877.22144	711	1101	1.5485232	1406469.8	1000000
S18C1141_01186_vs01_45_1141-01_10	S18C1141_01186_vs01_45	160.81105	162.79405	711	725.5679	711	770	1.0829817	1406469.9	1000000
S18C1141_01186_vs01_45_1141-01_4	S18C1141_01186_vs01_45	0	0	0	0	711	0	0	0	0
S18C1141_01186_vs01_45_1141-01_5	S18C1141_01186_vs01_45	0	0	0	0	711	0	0	0	0
S18C1141_01186_vs01_45_1141-01_2	S18C1141_01186_vs01_45	0	0	0	0	711	0	0	0	0
S18C1141_01186_vs01_45_1141-01_6	S18C1141_01186_vs01_45	186.07486	188.71288	711	531.9161	711	845	1.1884669	1406469.8	1000000
S19C1156_01457_vs01_3_1156-01_13	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_13	S19C1156_01434_vs01_3	0	0	0	0	732	0	0	0	0
S19C1156_01442_vs01_38_1156-01_13	S19C1156_01442_vs01_38	3.9500892	4.013861	678	4.843933	711	21	0.029535865	1406469.8	1000000
S19C1156_01251_vs01_9_1156-01_13	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_13	S19C1156_0112_vs02_27	351.75085	355.1903	743	9172.118	744	1770	2.3790324	1344086	1000000
S19C1156_01426_vs01_3_1156-01_13	S19C1156_01426_vs01_3	3.9500892	4.013861	678	4.843933	711	21	0.029535865	1406469.8	1000000
S19C1156_01457_vs01_3_1156-01_10	S19C1156_01457_vs01_3	4.8270946	4.7821784	596	9.868265	711	26	0.036568213	1406469.8	1000000
S19C1156_01434_vs01_3_1156-01_10	S19C1156_01434_vs01_3	2.7388315	2.8053436	640	1.4876114	732	15	0.020491803	1366120.3	1000000
S19C1156_01442_vs01_38_1156-01_10	S19C1156_01442_vs01_38	68.376114	69.03366	710	96.44576	711	340	0.47819972	1406469.9	1000000
S19C1156_01251_vs01_9_1156-01_10	S19C1156_01251_vs01_9	9.591801	9.651485	607	25.295578	711	46	0.06469761	1406469.9	1000000
S19C1156_0112_vs02_27_1156-01_10	S19C1156_0112_vs02_27	0	0	0	0	744	0	0	0	0
S19C1156_01426_vs01_3_1156-01_10	S19C1156_01426_vs01_3	68.376114	69.03366	710	96.44576	711	340	0.47819972	1406469.9	1000000
S19C1156_01457_vs01_3_1156-01_4	S19C1156_01457_vs01_3	7.493761	7.5465345	634	9.132551	711	38	0.05344585	1406469.8	1000000
S19C1156_01434_vs01_3_1156-01_4	S19C1156_01434_vs01_3	8.214777	8.351145	719	15.924538	732	46	0.06284153	1366120.3	1000000
S19C1156_01442_vs01_38_1156-01_4	S19C1156_01442_vs01_38	0	0	0	0	711	0	0	0	0
S19C1156_01251_vs01_9_1156-01_4	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_4	S19C1156_0112_vs02_27	0	0	0	0	744	0	0	0	0
S19C1156_01426_vs01_3_1156-01_4	S19C1156_01426_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01457_vs01_3_1156-01_18	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_18	S19C1156_01434_vs01_3	0	0	0	0	732	0	0	0	0
S19C1156_01442_vs01_38_1156-01_18	S19C1156_01442_vs01_38	3.8912656	3.8415842	517	7.579227	711	18	0.025316456	1406469.6	1000000
S19C1156_01251_vs01_9_1156-01_18	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_18	S19C1156_0112_vs02_27	506.95285	515.96826	744	12016.074	744	2466	3.314516	1344086	1000000
S19C1156_01426_vs01_3_1156-01_18	S19C1156_01426_vs01_3	3.8912656	3.8415842	517	7.579227	711	18	0.025316456	1406469.6	1000000
S19C1156_01457_vs01_3_1156-01_16	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_16	S19C1156_01434_vs01_3	0	0	0	0	732	0	0	0	0
S19C1156_01442_vs01_38_1156-01_16	S19C1156_01442_vs01_38	2.836007	2.8297029	452	4.7302012	711	12	0.016877636	1406469.9	1000000
S19C1156_01251_vs01_9_1156-01_16	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_16	S19C1156_0112_vs02_27	110.008415	111.16791	737	713.89716	744	527	0.7083333	1344086.1	1000000
S19C1156_01426_vs01_3_1156-01_16	S19C1156_01426_vs01_3	2.836007	2.8297029	452	4.7302012	711	12	0.016877636	1406469.9	1000000
S19C1156_01457_vs01_3_1156-01_11	S19C1156_01457_vs01_3	1.4634581	1.4118812	327	2.2419658	711	6	0.008438818	1406469.9	1000000
S19C1156_01434_vs01_3_1156-01_11	S19C1156_01434_vs01_3	0.106529206	0.011450382	80	0.20205712	732	2	0.0027322404	1366120.3	1000000
S19C1156_01442_vs01_38_1156-01_11	S19C1156_01442_vs01_38	46.21925	46.661385	709	78.95006	711	223	0.31364277	1406469.8	1000000
S19C1156_01251_vs01_9_1156-01_11	S19C1156_01251_vs01_9	4.959002	4.9465346	651	3.0286725	711	22	0.030942334	1406469.9	1000000
S19C1156_0112_vs02_27_1156-01_11	S19C1156_0112_vs02_27	0	0	0	0	744	0	0	0	0
S19C1156_01426_vs01_3_1156-01_11	S19C1156_01426_vs01_3	46.21925	46.661385	709	78.95006	711	223	0.31364277	1406469.8	1000000
S19C1156_01457_vs01_3_1156-01_14	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_14	S19C1156_01434_vs01_3	0	0	0	0	732	0	0	0	0
S19C1156_01442_vs01_38_1156-01_14	S19C1156_01442_vs01_38	19.754011	19.90099	708	9.235812	711	96	0.13502109	1406469.9	1000000
S19C1156_01251_vs01_9_1156-01_14	S19C1156_01251_vs01_9	0.48128343	0.48118812	300	0.25009552	711	2	0.0028129395	1406469.8	1000000
S19C1156_0112_vs02_27_1156-01_14	S19C1156_0112_vs02_27	358.82324	364.61008	744	5426.7725	744	1751	2.3534946	1344086	1000000
S19C1156_01426_vs01_3_1156-01_14	S19C1156_01426_vs01_3	19.754011	19.90099	708	9.235812	711	96	0.13502109	1406469.9	1000000
S19C1156_01457_vs01_3_1156-01_19	S19C1156_01457_vs01_3	0	0	0	0	711	0	0	0	0
S19C1156_01434_vs01_3_1156-01_19	S19C1156_01434_vs01_3	0	0	0	0	732	0	0	0	0
S19C1156_01442_vs01_38_1156-01_19	S19C1156_01442_vs01_38	0.2228164	0.1940594	150	0.17347848	711	1	0.0014064697	1406469.8	1000000
S19C1156_01251_vs01_9_1156-01_19	S19C1156_01251_vs01_9	0	0	0	0	711	0	0	0	0
S19C1156_0112_vs02_27_1156-01_19	S19C1156_0112_vs02_27	232.19698	234.93283	744	3219.3154	744	1122	1.5080645	1344086	1000000
S19C1156_01426_vs01_3_1156-01_19	S19C1156_01426_vs01_3	0.2228164	0.1940594	150	0.17347848	711	1	0.0014064697	1406469.8	1000000
